"start_year";"EinheitenTyp";"ags_federal_state";"n";"mean";"sum";"pop_obliged_to_income_taxes";"total_income_in_1000_euro";"total_taxes_on_income_in_1000_euro";"voters_eligible";"voter_turnout";"votes_valid";"votes_cdu_csu";"votes_spd";"votes_greens";"votes_fdp";"votes_the_left";"votes_afd";"votes_other_parties"
2010;"Verbrennung";"07";0;0;0;1924682;61649798;9871463;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Steinkohle";"07";0;0;0;1924682;61649798;9871463;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gaserzeugungseinheit";"07";0;0;0;1924682;61649798;9871463;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasspeichereinheit";"07";0;0;0;1924682;61649798;9871463;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Braunkohle";"07";0;0;0;1924682;61649798;9871463;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Biomasse";"07";11;334,545454545455;3680;1924682;61649798;9871463;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Geothermie";"07";3;63,3333333333333;190;1924682;61649798;9871463;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Mineralölprodukte";"08";16;103,84125;1661,46;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Solareinheit";"08";10902;46,6279345074298;508337,742;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Wasser";"08";13;1934,38461538462;25147;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Windeinheit";"08";3;1716,66666666667;5150;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromverbrauchseinheit";"08";0;0;0;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gas";"08";93;71,7919569892473;6676,652;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromspeichereinheit";"08";5;16,314;81,57;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasverbrauchseinheit";"08";0;0;0;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Verbrennung";"08";1;220;220;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Steinkohle";"08";0;0;0;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gaserzeugungseinheit";"08";1;0;0;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasspeichereinheit";"08";0;0;0;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Braunkohle";"08";0;0;0;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Biomasse";"08";59;326,51779661017;19264,55;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Geothermie";"08";0;0;0;5280006;185425974;31550744;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Mineralölprodukte";"09";12;275,950833333333;3311,41;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Solareinheit";"09";13024;40,3809365018428;525921,317;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Wasser";"09";17;223,964705882353;3807,4;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Windeinheit";"09";10;2137,5;21375;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromverbrauchseinheit";"09";0;0;0;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gas";"09";104;65,5740192307692;6819,698;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromspeichereinheit";"09";2;17,44;34,88;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasverbrauchseinheit";"09";0;0;0;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Verbrennung";"09";0;0;0;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Steinkohle";"09";0;0;0;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gaserzeugungseinheit";"09";1;0;0;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasspeichereinheit";"09";0;0;0;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Braunkohle";"09";0;0;0;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Biomasse";"09";233;268,485622317597;62557,15;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Geothermie";"09";0;0;0;6329671;221314523;38144278;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Mineralölprodukte";"10";0;0;0;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Solareinheit";"10";1008;19,5609067460317;19717,394;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Wasser";"10";0;0;0;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Windeinheit";"10";2;800;1600;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromverbrauchseinheit";"10";0;0;0;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gas";"10";2;11,85;23,7;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromspeichereinheit";"10";0;0;0;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasverbrauchseinheit";"10";0;0;0;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Verbrennung";"10";0;0;0;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Steinkohle";"10";0;0;0;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gaserzeugungseinheit";"10";0;0;0;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasspeichereinheit";"10";0;0;0;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Braunkohle";"10";0;0;0;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Biomasse";"10";1;20;20;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Geothermie";"10";0;0;0;462950;14135010;2141522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Mineralölprodukte";"11";3;796,666666666667;2390;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Solareinheit";"11";104;118,791682692308;12354,335;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Wasser";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Windeinheit";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromverbrauchseinheit";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gas";"11";16;551,34375;8821,5;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromspeichereinheit";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasverbrauchseinheit";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Verbrennung";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Steinkohle";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gaserzeugungseinheit";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasspeichereinheit";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Braunkohle";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Biomasse";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Geothermie";"11";0;0;0;1586242;45013667;7555575;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Mineralölprodukte";"12";1;5,2;5,2;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Solareinheit";"12";816;92,1481911764706;75192,924;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Wasser";"12";1;85;85;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Windeinheit";"12";36;1835;66060;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromverbrauchseinheit";"12";0;0;0;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gas";"12";9;136,322222222222;1226,9;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromspeichereinheit";"12";0;0;0;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasverbrauchseinheit";"12";0;0;0;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Verbrennung";"12";0;0;0;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Steinkohle";"12";0;0;0;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gaserzeugungseinheit";"12";0;0;0;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasspeichereinheit";"12";0;0;0;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Braunkohle";"12";0;0;0;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Biomasse";"12";20;477,55;9551;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Geothermie";"12";0;0;0;1108210;30430432;4430842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Mineralölprodukte";"13";0;0;0;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Solareinheit";"13";389;83,7703419023136;32586,663;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Wasser";"13";0;0;0;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Windeinheit";"13";19;2034,21052631579;38650;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromverbrauchseinheit";"13";0;0;0;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gas";"13";4;26,375;105,5;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromspeichereinheit";"13";0;0;0;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasverbrauchseinheit";"13";0;0;0;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Verbrennung";"13";0;0;0;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Steinkohle";"13";0;0;0;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gaserzeugungseinheit";"13";0;0;0;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasspeichereinheit";"13";0;0;0;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Braunkohle";"13";0;0;0;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Biomasse";"13";16;478,3125;7653;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Geothermie";"13";0;0;0;685025;17369452;2363621;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Mineralölprodukte";"14";3;87,5333333333333;262,6;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Solareinheit";"14";904;71,7766493362832;64886,091;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Wasser";"14";2;26,25;52,5;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Windeinheit";"14";11;2004,54545454545;22050;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromverbrauchseinheit";"14";0;0;0;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gas";"14";46;41,5269565217391;1910,24;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromspeichereinheit";"14";0;0;0;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasverbrauchseinheit";"14";0;0;0;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Verbrennung";"14";0;0;0;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Steinkohle";"14";0;0;0;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gaserzeugungseinheit";"14";0;0;0;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasspeichereinheit";"14";0;0;0;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Braunkohle";"14";1;215;215;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Biomasse";"14";9;448;4032;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Geothermie";"14";0;0;0;1797189;45272645;6126967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Mineralölprodukte";"15";5;389,88;1949,4;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Solareinheit";"15";661;84,6937745839637;55982,585;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Wasser";"15";1;8;8;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Windeinheit";"15";12;2041,66666666667;24500;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromverbrauchseinheit";"15";0;0;0;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gas";"15";20;16,37;327,4;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromspeichereinheit";"15";0;0;0;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasverbrauchseinheit";"15";0;0;0;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Verbrennung";"15";0;0;0;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Steinkohle";"15";0;0;0;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gaserzeugungseinheit";"15";0;0;0;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasspeichereinheit";"15";0;0;0;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Braunkohle";"15";0;0;0;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Biomasse";"15";17;547,588235294118;9309;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Geothermie";"15";0;0;0;991358;24679559;3281529;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Mineralölprodukte";"16";1;450;450;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Solareinheit";"16";679;73,7347776141384;50065,914;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Wasser";"16";0;0;0;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Windeinheit";"16";6;2000;12000;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromverbrauchseinheit";"16";0;0;0;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gas";"16";18;297,7;5358,6;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromspeichereinheit";"16";0;0;0;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasverbrauchseinheit";"16";0;0;0;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Verbrennung";"16";0;0;0;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Steinkohle";"16";0;0;0;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gaserzeugungseinheit";"16";0;0;0;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasspeichereinheit";"16";0;0;0;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Braunkohle";"16";0;0;0;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Biomasse";"16";11;269,363636363636;2963;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Geothermie";"16";0;0;0;984033;24809274;3282884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Mineralölprodukte";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Solareinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Wasser";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Windeinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromverbrauchseinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gas";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Stromspeichereinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasverbrauchseinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Verbrennung";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Steinkohle";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gaserzeugungseinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Gasspeichereinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Braunkohle";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Biomasse";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2010;"Geothermie";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Mineralölprodukte";"01";1;100;100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Solareinheit";"01";2298;75,096136640557;172570,922;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Wasser";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Windeinheit";"01";70;2093,1;146517;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Stromverbrauchseinheit";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gas";"01";37;69,7837837837838;2582;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Stromspeichereinheit";"01";1;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gasverbrauchseinheit";"01";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Verbrennung";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Steinkohle";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gaserzeugungseinheit";"01";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gasspeichereinheit";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Braunkohle";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Biomasse";"01";100;374,645;37464,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Geothermie";"01";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Mineralölprodukte";"02";1;640;640;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Solareinheit";"02";59;72,124593220339;4255,351;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Wasser";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Windeinheit";"02";1;3370;3370;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Stromverbrauchseinheit";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gas";"02";18;74,3111111111111;1337,6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Stromspeichereinheit";"02";1;3,5;3,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gasverbrauchseinheit";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Verbrennung";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Steinkohle";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gaserzeugungseinheit";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gasspeichereinheit";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Braunkohle";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Biomasse";"02";2;117,75;235,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Geothermie";"02";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Mineralölprodukte";"03";10;308,28;3082,8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Solareinheit";"03";5331;54,3923232039017;289965,475;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Wasser";"03";1;140;140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Windeinheit";"03";70;2420,35714285714;169425;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Stromverbrauchseinheit";"03";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gas";"03";101;86,9292079207921;8779,85;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Stromspeichereinheit";"03";6;10,38;62,28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gasverbrauchseinheit";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Verbrennung";"03";1;28;28;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Steinkohle";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gaserzeugungseinheit";"03";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gasspeichereinheit";"03";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Braunkohle";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Biomasse";"03";404;334,969059405941;135327,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Geothermie";"03";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Mineralölprodukte";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Solareinheit";"04";117;33,4498290598291;3913,63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Wasser";"04";2;4865;9730;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Windeinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Stromverbrauchseinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gas";"04";4;18,6625;74,65;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Stromspeichereinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gasverbrauchseinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Verbrennung";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Steinkohle";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gaserzeugungseinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Gasspeichereinheit";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Braunkohle";"04";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2011;"Biomasse";"04";3;879,666666666667;2639;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
