"MastrID";"MastrNummer";"Betriebsstatus";"EinheitenTyp";"Lage";"Plz";"Ort";"Bundesland";"Landkreis";"Gemeinde";"ags_municipality";"Breitengrad";"Laengengrad";"Leistungsbegrenzung";"Bruttoleistung";"Nettonennleistung";"Nutzungsbereich";"Energietraeger";"EinspeisungsArt";"start_year";"start_pause";"end_pause";"end_year";"ags_county";"ags_federal_state";"name"
2126446;"SEE931803672753";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,765873;14,141101;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126457;"SEE985342238765";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,760448;14,147899;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126484;"SEE928425215734";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,755229;14,152782;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126493;"SEE992083842977";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,794259;14,060891;NA;6300;6300;NA;"Wind";NA;2018;NA;NA;NA;NA;NA;NA
2126499;"SEE929755322970";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,791009;14,072885;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126504;"SEE950090841468";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,787803;14,087586;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126515;"SEE920872972420";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,778858;14,102072;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126760;"SEE935922395180";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,774599;14,113109;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126772;"SEE930218437995";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,768943;14,123509;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126779;"SEE941345970019";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,758855;14,132787;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126790;"SEE966700472281";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,753177;14,139698;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126804;"SEE920940927680";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,786842;14,057509;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126878;"SEE928577280642";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,78291;14,071713;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126889;"SEE907760748176";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,77686;14,081924;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126895;"SEE985489453304";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,77251;14,095323;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126904;"SEE928508522117";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,765622;14,109823;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2126919;"SEE967231571276";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,760903;14,121345;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2130197;"SEE959155196529";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,087559;6,415597;NA;5000;5000;NA;"Wind";"Volleinspeisung";2015;NA;NA;NA;NA;NA;NA
2130675;"SEE956151701993";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,781342;14,055297;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2130693;"SEE963985963800";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,770771;14,081253;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2130709;"SEE912850333309";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,766784;14,095603;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2130721;"SEE986799898120";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,770567;14,061738;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2130731;"SEE969947836069";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,766168;14,068423;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2130735;"SEE978028310367";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,762861;14,080045;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2130751;"SEE908067588250";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,76022;14,091128;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2130765;"SEE943755714627";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,757582;14,102248;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2130778;"SEE944783925245";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,755278;14,113593;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2130800;"SEE920949906020";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,753449;14,125253;NA;6300;6300;NA;"Wind";"Volleinspeisung";2018;NA;NA;NA;NA;NA;NA
2135319;"SEE975317182971";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,03631;6,60601;NA;6000;6000;NA;"Wind";"Volleinspeisung";2019;NA;NA;NA;NA;NA;NA
2139385;"SEE940930181311";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,05617;6,566;NA;6000;6000;NA;"Wind";"Volleinspeisung";2019;NA;NA;NA;NA;NA;NA
2139394;"SEE951635540037";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,06074;6,57815;NA;6000;6000;NA;"Wind";"Volleinspeisung";2019;NA;NA;NA;NA;NA;NA
2139401;"SEE993985857823";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,05103;6,59119;NA;6000;6000;NA;"Wind";"Volleinspeisung";2019;NA;NA;NA;NA;NA;NA
2146191;"SEE989967650599";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,06569;6,59033;NA;6000;6000;NA;"Wind";"Volleinspeisung";2019;NA;NA;NA;NA;NA;NA
2146193;"SEE988001913607";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,05649;6,60171;NA;6000;6000;NA;"Wind";"Volleinspeisung";2019;NA;NA;NA;NA;NA;NA
2146194;"SEE914079107969";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,05318;6,57858;NA;6000;6000;NA;"Wind";"Volleinspeisung";2019;NA;NA;NA;NA;NA;NA
2146195;"SEE981959625677";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,05836;6,59076;NA;6000;6000;NA;"Wind";"Volleinspeisung";2019;NA;NA;NA;NA;NA;NA
2146196;"SEE940366866042";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;54,08156;6,5522;NA;6000;6000;NA;"Wind";"Volleinspeisung";2019;NA;NA;NA;NA;NA;NA
2148102;"SEE995482580976";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,991897;6,819513;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149154;"SEE983177687970";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,992491;6,832096;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149181;"SEE970618434521";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,992927;6,844601;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149202;"SEE901939565373";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,993622;6,857102;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149223;"SEE932816080535";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,994674;6,869546;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149299;"SEE923441001194";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,995697;6,882012;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149329;"SEE998776892212";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,997427;6,894514;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149362;"SEE963712621553";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,993911;6,74768;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149388;"SEE919964778996";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,992815;6,768856;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149410;"SEE905843539888";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,990746;6,780147;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149433;"SEE908232356608";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,988722;6,791549;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149468;"SEE986357440150";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,986698;6,802895;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149493;"SEE997199810292";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,984736;6,814365;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149542;"SEE955845931579";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,985343;6,82695;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149560;"SEE932089788985";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,987326;6,845514;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149576;"SEE967007699999";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,98619;6,869586;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149604;"SEE911204327117";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,988391;6,881949;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149637;"SEE986412947006";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,990115;6,894523;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149663;"SEE949786073580";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,988069;6,747671;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149712;"SEE973914818842";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,987792;6,75851;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149736;"SEE906055230747";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,985651;6,769785;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149746;"SEE900194531062";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,98358;6,781162;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149755;"SEE918850069446";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,981511;6,792498;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149765;"SEE913796171116";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,979529;6,803892;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149779;"SEE990343108344";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,977574;6,817737;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149788;"SEE928524385260";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,978336;6,830285;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149792;"SEE964127068940";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,979129;6,842848;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149800;"SEE984486847147";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,980677;6,857851;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149810;"SEE907661562154";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,979176;6,869561;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149823;"SEE976059991500";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,980949;6,8821;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149868;"SEE995861278562";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,982799;6,894563;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2149915;"SEE930629808384";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,98223;6,747666;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151330;"SEE999229456883";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,980316;6,758313;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151410;"SEE989423431359";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,97829;6,769645;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151466;"SEE905186617335";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,976259;6,780955;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151484;"SEE933166311638";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,974219;6,792313;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151499;"SEE907370162409";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,972179;6,80366;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151521;"SEE968852733296";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,970193;6,815042;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151535;"SEE990762449738";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,970981;6,828554;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151573;"SEE957319204707";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,971768;6,841131;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151624;"SEE900400229226";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,969027;6,851852;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151655;"SEE984661071541";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,970894;6,864935;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151671;"SEE939678257150";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,972948;6,877842;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151682;"SEE916187827906";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,974963;6,890859;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151936;"SEE979458145079";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,976855;6,903077;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2151998;"SEE927287465929";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,973022;6,747668;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2152013;"SEE900334372357";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,970931;6,759338;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2152043;"SEE953104250157";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,968832;6,770996;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2152054;"SEE907262442725";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,966211;6,785587;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2152069;"SEE916329530619";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,96727;6,747664;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2152076;"SEE978505387226";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,961503;6,747665;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2152087;"SEE968399220907";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,962426;6,760853;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2152101;"SEE927118624761";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Ausschließliche Wirtschaftszone";"offshore";NA;NA;53,963348;6,774029;NA;6150;6150;NA;"Wind";"Volleinspeisung";2017;NA;NA;NA;NA;NA;NA
2209549;"SEE924028015511";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,416184;6,37664;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2209581;"SEE947153285505";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,422511;6,378757;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2209722;"SEE977900175292";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,428896;6,380622;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2209840;"SEE929288037532";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,425702;6,369433;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2210337;"SEE906224165115";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,410574;6,336415;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2212259;"SEE966874007784";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,414506;6,330319;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2212636;"SEE905023554328";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,418438;6,324234;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2212790;"SEE977085526414";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,422373;6,318154;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2209654;"SEE955323186743";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,409602;6,355038;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2210382;"SEE901569026534";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,417711;6,342848;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2212734;"SEE905401434983";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,444086;6,355588;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2212838;"SEE982553665878";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,43422;6,325068;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2212861;"SEE967969968621";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,439446;6,33258;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2212898;"SEE900874771436";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,444479;6,343138;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
2213979;"SEE919504845720";"In Betrieb";"Windeinheit";"Windkraft auf See";NA;NA;"Niedersachsen";"offshore";NA;NA;54,436752;6,295962;NA;7000;7000;NA;"Wind";"Teileinspeisung";2019;NA;NA;NA;NA;NA;NA
