"start_year";"EinheitenTyp";"Landkreis";"name";"ags_county";"n";"mean";"sum";"pop_obliged_to_income_taxes";"total_income_in_1000_euro";"total_taxes_on_income_in_1000_euro";"voters_eligible";"voter_turnout";"votes_valid";"votes_cdu_csu";"votes_spd";"votes_greens";"votes_fdp";"vodes_the_left";"votes_afd";"votes_other_parties"
2005;"Verbrennung";"Schwalm-Eder-Kreis";"Schwalm-Eder-Kreis";"06634";1;5,3;5,3;NA;NA;NA;149878;80,8;117109;32208;54064;8515;11319;6861;NA;4142
2005;"Solareinheit";"Waldeck-Frankenberg";"Waldeck-Frankenberg";"06635";72;10,2899305555556;740,875;NA;NA;NA;130039;77;97758;32752;38750;6968;10973;5050;NA;3265
2005;"Solareinheit";"Werra-Meißner-Kreis";"Werra-Meißner-Kreis";"06636";44;8,9625;394,35;NA;NA;NA;88313;79,4;68161;19585;30621;5119;6176;4453;NA;2207
2005;"Verbrennung";"Werra-Meißner-Kreis";"Werra-Meißner-Kreis";"06636";1;20;20;NA;NA;NA;88313;79,4;68161;19585;30621;5119;6176;4453;NA;2207
2005;"Solareinheit";"Koblenz";"Koblenz, kreisfreie Stadt";"07111";9;3,62333333333333;32,61;NA;NA;NA;81754;75,3;61190;22961;20963;5471;7269;3150;NA;1376
2005;"Solareinheit";"Ahrweiler";"Ahrweiler";"07131";22;28,8985454545455;635,768;NA;NA;NA;99987;80,5;79236;36145;22186;5217;10392;3545;NA;1751
2005;"Biomasse";"Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"07132";1;250;250;NA;NA;NA;103519;77,4;78700;31007;27960;4431;8321;4211;NA;2770
2005;"Solareinheit";"Altenkirchen (Westerwald)";"Altenkirchen (Westerwald)";"07132";23;11,994347826087;275,87;NA;NA;NA;103519;77,4;78700;31007;27960;4431;8321;4211;NA;2770
2005;"Solareinheit";"Bad Kreuznach";"Bad Kreuznach";"07133";18;130,906666666667;2356,32;NA;NA;NA;121658;78,3;93345;31965;35862;6687;10903;4819;NA;3109
2005;"Windeinheit";"Bad Kreuznach";"Bad Kreuznach";"07133";1;2000;2000;NA;NA;NA;121658;78,3;93345;31965;35862;6687;10903;4819;NA;3109
2005;"Solareinheit";"Birkenfeld";"Birkenfeld";"07134";5;5,188;25,94;NA;NA;NA;70206;74,8;51249;16664;19869;2739;6204;3844;NA;1929
2005;"Biomasse";"Cochem-Zell";"Cochem-Zell";"07135";2;400;800;NA;NA;NA;52623;80,4;41263;20357;10960;1674;5450;1728;NA;1094
2005;"Solareinheit";"Cochem-Zell";"Cochem-Zell";"07135";13;9,81461538461538;127,59;NA;NA;NA;52623;80,4;41263;20357;10960;1674;5450;1728;NA;1094
2005;"Windeinheit";"Cochem-Zell";"Cochem-Zell";"07135";1;2000;2000;NA;NA;NA;52623;80,4;41263;20357;10960;1674;5450;1728;NA;1094
2005;"Solareinheit";"Mayen-Koblenz";"Mayen-Koblenz";"07137";28;13,2843214285714;371,961;NA;NA;NA;165788;78,1;127130;51355;44351;7232;15101;5744;NA;3347
2005;"Verbrennung";"Mayen-Koblenz";"Mayen-Koblenz";"07137";1;5;5;NA;NA;NA;165788;78,1;127130;51355;44351;7232;15101;5744;NA;3347
2005;"Solareinheit";"Neuwied";"Neuwied";"07138";19;17,86;339,34;NA;NA;NA;139174;79,2;108180;41196;38868;7061;12545;5303;NA;3207
2005;"Solareinheit";"Rhein-Hunsrück-Kreis";"Rhein-Hunsrück-Kreis";"07140";34;8,40088235294118;285,63;NA;NA;NA;82168;79,4;63673;25009;20888;4184;8708;3025;NA;1859
2005;"Verbrennung";"Rhein-Hunsrück-Kreis";"Rhein-Hunsrück-Kreis";"07140";1;5,5;5,5;NA;NA;NA;82168;79,4;63673;25009;20888;4184;8708;3025;NA;1859
2005;"Solareinheit";"Rhein-Lahn-Kreis";"Rhein-Lahn-Kreis";"07141";8;7,86575;62,926;NA;NA;NA;99899;78,3;76542;25846;29601;5717;8954;3930;NA;2494
2005;"Biomasse";"Westerwaldkreis";"Westerwaldkreis";"07143";1;40;40;NA;NA;NA;154862;79;120065;48836;38771;7460;14950;5947;NA;4101
2005;"Solareinheit";"Westerwaldkreis";"Westerwaldkreis";"07143";51;6,10960784313725;311,59;NA;NA;NA;154862;79;120065;48836;38771;7460;14950;5947;NA;4101
2005;"Solareinheit";"Trier";"Trier, kreisfreie Stadt";"07211";2;2,765;5,53;NA;NA;NA;76049;72,4;54167;17612;19816;6610;5793;3065;NA;1271
2005;"Solareinheit";"Bernkastel-Wittlich";"Bernkastel-Wittlich";"07231";24;8,831875;211,965;NA;NA;NA;90175;78,4;69132;28423;21216;4165;9400;3825;NA;2103
2005;"Verbrennung";"Bernkastel-Wittlich";"Bernkastel-Wittlich";"07231";1;10,6;10,6;NA;NA;NA;90175;78,4;69132;28423;21216;4165;9400;3825;NA;2103
2005;"Biomasse";"Eifelkreis Bitburg-Prüm";"Eifelkreis Bitburg-Prüm";"07232";6;318,333333333333;1910;NA;NA;NA;74843;78,1;57027;24636;17679;3328;7339;2477;NA;1568
2005;"Solareinheit";"Eifelkreis Bitburg-Prüm";"Eifelkreis Bitburg-Prüm";"07232";18;19,8711111111111;357,68;NA;NA;NA;74843;78,1;57027;24636;17679;3328;7339;2477;NA;1568
2005;"Windeinheit";"Eifelkreis Bitburg-Prüm";"Eifelkreis Bitburg-Prüm";"07232";4;2000;8000;NA;NA;NA;74843;78,1;57027;24636;17679;3328;7339;2477;NA;1568
2005;"Solareinheit";"Vulkaneifel";"Vulkaneifel";"07233";27;16,1168518518519;435,155;NA;NA;NA;50230;79,3;38920;18025;11055;2045;4992;1734;NA;1069
2005;"Verbrennung";"Vulkaneifel";"Vulkaneifel";"07233";1;50;50;NA;NA;NA;50230;79,3;38920;18025;11055;2045;4992;1734;NA;1069
2005;"Solareinheit";"Trier-Saarburg";"Trier-Saarburg";"07235";13;6,73076923076923;87,5;NA;NA;NA;109388;81,2;86556;33163;31075;5857;8959;5068;NA;2434
2005;"Solareinheit";"Frankenthal (Pfalz)";"Frankenthal (Pfalz), kreisfreie Stadt";"07311";2;13,59;27,18;NA;NA;NA;34278;76,5;25582;9689;8990;1710;2552;1371;NA;1270
2005;"Solareinheit";"Kaiserslautern";"Kaiserslautern, kreisfreie Stadt";"07312";5;49,952;249,76;NA;NA;NA;72218;71,7;50667;15801;17792;4518;5626;4398;NA;2532
2005;"Solareinheit";"Landau in der Pfalz";"Landau in der Pfalz, kreisfreie Stadt";"07313";11;10,37;114,07;NA;NA;NA;31970;76,4;23924;7839;7856;2711;3127;1334;NA;1057
2005;"Solareinheit";"Ludwigshafen am Rhein";"Ludwigshafen am Rhein, kreisfreie Stadt";"07314";8;9,18625;73,49;NA;NA;NA;103937;74,7;75894;23593;29672;5295;6988;5147;NA;5199
2005;"Verbrennung";"Ludwigshafen am Rhein";"Ludwigshafen am Rhein, kreisfreie Stadt";"07314";1;9144,32;9144,32;NA;NA;NA;103937;74,7;75894;23593;29672;5295;6988;5147;NA;5199
2005;"Solareinheit";"Mainz";"Mainz, kreisfreie Stadt";"07315";5;2,396;11,98;NA;NA;NA;136480;80,1;107759;35172;35345;15184;13381;5171;NA;3506
2005;"Solareinheit";"Neustadt an der Weinstraße";"Neustadt an der Weinstraße, kreisfreie Stadt";"07316";6;10,8375;65,025;NA;NA;NA;41724;79,7;32539;13072;9757;2986;3842;1537;NA;1345
2005;"Verbrennung";"Neustadt an der Weinstraße";"Neustadt an der Weinstraße, kreisfreie Stadt";"07316";2;59,6;119,2;NA;NA;NA;41724;79,7;32539;13072;9757;2986;3842;1537;NA;1345
2005;"Verbrennung";"Pirmasens";"Pirmasens, kreisfreie Stadt";"07317";1;6397;6397;NA;NA;NA;34681;71,6;24055;8216;7870;1118;2367;2332;NA;2152
2005;"Solareinheit";"Speyer";"Speyer, kreisfreie Stadt";"07318";4;8,1;32,4;NA;NA;NA;36586;76,2;27318;9417;9131;2768;2888;1561;NA;1553
2005;"Verbrennung";"Speyer";"Speyer, kreisfreie Stadt";"07318";2;89,75;179,5;NA;NA;NA;36586;76,2;27318;9417;9131;2768;2888;1561;NA;1553
2005;"Biomasse";"Worms";"Worms, kreisfreie Stadt";"07319";1;360;360;NA;NA;NA;59226;73,4;42311;14189;16253;2892;4311;2515;NA;2151
2005;"Solareinheit";"Worms";"Worms, kreisfreie Stadt";"07319";11;5,72636363636364;62,99;NA;NA;NA;59226;73,4;42311;14189;16253;2892;4311;2515;NA;2151
2005;"Solareinheit";"Zweibrücken";"Zweibrücken, kreisfreie Stadt";"07320";5;5,911;29,555;NA;NA;NA;27926;73,1;19835;5903;7337;1236;2061;2282;NA;1016
2005;"Solareinheit";"Alzey-Worms";"Alzey-Worms";"07331";59;100,410423728814;5924,215;NA;NA;NA;95768;80,8;75823;25118;29264;5062;8779;3977;NA;3623
2005;"Solareinheit";"Bad Dürkheim";"Bad Dürkheim";"07332";33;8,28124242424242;273,281;NA;NA;NA;105047;81,9;84225;30290;29763;6144;10131;4099;NA;3798
2005;"Solareinheit";"Donnersbergkreis";"Donnersbergkreis";"07333";18;17,3005555555556;311,41;NA;NA;NA;60059;77,7;45570;13727;17848;3127;5083;3096;NA;2689
2005;"Verbrennung";"Donnersbergkreis";"Donnersbergkreis";"07333";1;50;50;NA;NA;NA;60059;77,7;45570;13727;17848;3127;5083;3096;NA;2689
2005;"Solareinheit";"Germersheim";"Germersheim";"07334";22;1218,59;26808,98;NA;NA;NA;91643;79,7;71380;26910;23606;4918;8147;3390;NA;4409
2005;"Solareinheit";"Kaiserslautern";"Kaiserslautern";"07335";18;6,21777777777778;111,92;NA;NA;NA;83534;79,8;64929;23111;22958;3826;6573;5002;NA;3459
2005;"Verbrennung";"Kaiserslautern";"Kaiserslautern";"07335";3;20,3;60,9;NA;NA;NA;83534;79,8;64929;23111;22958;3826;6573;5002;NA;3459
2005;"Solareinheit";"Kusel";"Kusel";"07336";6;3,88;23,28;NA;NA;NA;61585;77,9;46690;11902;20154;2573;4134;5364;NA;2563
2005;"Solareinheit";"Südliche Weinstraße";"Südliche Weinstraße";"07337";71;44,3828169014085;3151,18;NA;NA;NA;86282;81,5;68607;26162;21932;5405;8559;3208;NA;3341
2005;"Verbrennung";"Südliche Weinstraße";"Südliche Weinstraße";"07337";1;5;5;NA;NA;NA;86282;81,5;68607;26162;21932;5405;8559;3208;NA;3341
2005;"Solareinheit";"Rhein-Pfalz-Kreis";"Rhein-Pfalz-Kreis";"07338";30;109,685;3290,55;NA;NA;NA;114438;84,2;94467;35231;32293;6893;11159;4356;NA;4535
2005;"Windeinheit";"Rhein-Pfalz-Kreis";"Rhein-Pfalz-Kreis";"07338";2;1400;2800;NA;NA;NA;114438;84,2;94467;35231;32293;6893;11159;4356;NA;4535
2005;"Solareinheit";"Mainz-Bingen";"Mainz-Bingen";"07339";53;14,4089622641509;763,675;NA;NA;NA;151935;83;123895;43498;42964;11459;16482;5477;NA;4015
2005;"Verbrennung";"Mainz-Bingen";"Mainz-Bingen";"07339";2;5,25;10,5;NA;NA;NA;151935;83;123895;43498;42964;11459;16482;5477;NA;4015
2005;"Solareinheit";"Südwestpfalz";"Südwestpfalz";"07340";8;13,89875;111,19;NA;NA;NA;82531;82;65494;25592;20169;3197;7475;5122;NA;3939
2005;"Solareinheit";"Stuttgart";"Stuttgart, Stadtkreis";"08111";37;9,80432432432432;362,76;NA;NA;NA;358910;79,1;280490;91748;89725;42046;35947;12218;NA;8806
2005;"Verbrennung";"Stuttgart";"Stuttgart, Stadtkreis";"08111";1;5,5;5,5;NA;NA;NA;358910;79,1;280490;91748;89725;42046;35947;12218;NA;8806
2005;"Wasser";"Stuttgart";"Stuttgart, Stadtkreis";"08111";2;32,5;65;NA;NA;NA;358910;79,1;280490;91748;89725;42046;35947;12218;NA;8806
2005;"Biomasse";"Böblingen";"Böblingen";"08115";1;711;711;NA;NA;NA;251187;81,6;202385;78869;59252;21065;28492;6127;NA;8580
2005;"Solareinheit";"Böblingen";"Böblingen";"08115";62;10,4602258064516;648,534;NA;NA;NA;251187;81,6;202385;78869;59252;21065;28492;6127;NA;8580
2005;"Verbrennung";"Böblingen";"Böblingen";"08115";1;50;50;NA;NA;NA;251187;81,6;202385;78869;59252;21065;28492;6127;NA;8580
2005;"Biomasse";"Esslingen";"Esslingen";"08116";1;250;250;NA;NA;NA;354800;81,9;286988;110248;87168;32531;36106;8674;NA;12261
2005;"Solareinheit";"Esslingen";"Esslingen";"08116";94;58,8187127659575;5528,959;NA;NA;NA;354800;81,9;286988;110248;87168;32531;36106;8674;NA;12261
2005;"Verbrennung";"Esslingen";"Esslingen";"08116";2;77,5;155;NA;NA;NA;354800;81,9;286988;110248;87168;32531;36106;8674;NA;12261
2005;"Solareinheit";"Göppingen";"Göppingen";"08117";91;13,2240659340659;1203,39;NA;NA;NA;180833;78,8;139881;53166;44017;13356;17179;5609;NA;6554
2005;"Verbrennung";"Göppingen";"Göppingen";"08117";1;5,3;5,3;NA;NA;NA;180833;78,8;139881;53166;44017;13356;17179;5609;NA;6554
2005;"Solareinheit";"Ludwigsburg";"Ludwigsburg";"08118";73;10,5230136986301;768,18;NA;NA;NA;349457;81,5;280755;103174;90502;29728;35654;9716;NA;11981
2005;"Verbrennung";"Ludwigsburg";"Ludwigsburg";"08118";2;340;680;NA;NA;NA;349457;81,5;280755;103174;90502;29728;35654;9716;NA;11981
2005;"Solareinheit";"Rems-Murr-Kreis";"Rems-Murr-Kreis";"08119";61;7,31262295081967;446,07;NA;NA;NA;290119;80,4;230142;89086;68296;24804;30074;7531;NA;10351
2005;"Solareinheit";"Heilbronn";"Heilbronn, Stadtkreis";"08121";23;92,5201304347826;2127,963;NA;NA;NA;77641;74,3;56558;20862;19209;4617;6793;2428;NA;2649
2005;"Verbrennung";"Heilbronn";"Heilbronn, Stadtkreis";"08121";1;49,9;49,9;NA;NA;NA;77641;74,3;56558;20862;19209;4617;6793;2428;NA;2649
2005;"Biomasse";"Heilbronn";"Heilbronn";"08125";1;950;950;NA;NA;NA;232447;79,6;181947;73325;56902;13712;22243;6348;NA;9417
2005;"Solareinheit";"Heilbronn";"Heilbronn";"08125";120;11,0917083333333;1331,005;NA;NA;NA;232447;79,6;181947;73325;56902;13712;22243;6348;NA;9417
2005;"Solareinheit";"Hohenlohekreis";"Hohenlohekreis";"08126";40;13,187275;527,491;NA;NA;NA;80598;77,4;61090;26121;17387;4593;7268;2228;NA;3493
2005;"Verbrennung";"Hohenlohekreis";"Hohenlohekreis";"08126";1;5,6;5,6;NA;NA;NA;80598;77,4;61090;26121;17387;4593;7268;2228;NA;3493
2005;"Biomasse";"Schwäbisch Hall";"Schwäbisch Hall";"08127";3;117,666666666667;353;NA;NA;NA;139566;73,9;100935;38451;31247;10366;11538;3705;NA;5628
2005;"Solareinheit";"Schwäbisch Hall";"Schwäbisch Hall";"08127";185;13,234972972973;2448,47;NA;NA;NA;139566;73,9;100935;38451;31247;10366;11538;3705;NA;5628
2005;"Verbrennung";"Schwäbisch Hall";"Schwäbisch Hall";"08127";1;39,2;39,2;NA;NA;NA;139566;73,9;100935;38451;31247;10366;11538;3705;NA;5628
2005;"Windeinheit";"Schwäbisch Hall";"Schwäbisch Hall";"08127";1;1500;1500;NA;NA;NA;139566;73,9;100935;38451;31247;10366;11538;3705;NA;5628
2005;"Biomasse";"Main-Tauber-Kreis";"Main-Tauber-Kreis";"08128";1;380;380;NA;NA;NA;104947;78,9;81182;38602;21221;5937;8717;2655;NA;4050
2005;"Solareinheit";"Main-Tauber-Kreis";"Main-Tauber-Kreis";"08128";147;12,6830884353741;1864,414;NA;NA;NA;104947;78,9;81182;38602;21221;5937;8717;2655;NA;4050
2005;"Solareinheit";"Heidenheim";"Heidenheim";"08135";86;9,41546511627907;809,73;NA;NA;NA;97065;77,5;73550;27587;25406;6194;7442;3257;NA;3664
2005;"Verbrennung";"Heidenheim";"Heidenheim";"08135";1;5,5;5,5;NA;NA;NA;97065;77,5;73550;27587;25406;6194;7442;3257;NA;3664
2005;"Solareinheit";"Ostalbkreis";"Ostalbkreis";"08136";231;9,43255844155844;2178,921;NA;NA;NA;230628;77,9;176194;77482;53206;13865;17758;6287;NA;7596
2005;"Verbrennung";"Ostalbkreis";"Ostalbkreis";"08136";2;6,75;13,5;NA;NA;NA;230628;77,9;176194;77482;53206;13865;17758;6287;NA;7596
2005;"Solareinheit";"Baden-Baden";"Baden-Baden, Stadtkreis";"08211";22;59,5964545454545;1311,122;NA;NA;NA;40168;76,8;30359;12348;8784;3288;3946;1136;NA;857
2005;"Verbrennung";"Baden-Baden";"Baden-Baden, Stadtkreis";"08211";1;50;50;NA;NA;NA;40168;76,8;30359;12348;8784;3288;3946;1136;NA;857
2005;"Solareinheit";"Karlsruhe";"Karlsruhe, Stadtkreis";"08212";10;5,281;52,81;NA;NA;NA;197356;76,1;147814;48557;47399;21778;17804;7333;NA;4943
2005;"Biomasse";"Karlsruhe";"Karlsruhe";"08215";2;541,15;1082,3;NA;NA;NA;315426;80,3;248478;104568;74065;21043;29308;8788;NA;10706
2005;"Solareinheit";"Karlsruhe";"Karlsruhe";"08215";110;6,20306363636364;682,337;NA;NA;NA;315426;80,3;248478;104568;74065;21043;29308;8788;NA;10706
2005;"Verbrennung";"Karlsruhe";"Karlsruhe";"08215";4;5,33;21,32;NA;NA;NA;315426;80,3;248478;104568;74065;21043;29308;8788;NA;10706
2005;"Solareinheit";"Rastatt";"Rastatt";"08216";43;8,49604651162791;365,33;NA;NA;NA;167108;76,3;124773;52112;40085;9811;13135;4795;NA;4835
2005;"Verbrennung";"Rastatt";"Rastatt";"08216";1;5,42;5,42;NA;NA;NA;167108;76,3;124773;52112;40085;9811;13135;4795;NA;4835
2005;"Solareinheit";"Heidelberg";"Heidelberg, Stadtkreis";"08221";3;5,56666666666667;16,7;NA;NA;NA;93116;79,6;73221;22193;22249;14605;9192;3481;NA;1501
2005;"Verbrennung";"Heidelberg";"Heidelberg, Stadtkreis";"08221";1;4,7;4,7;NA;NA;NA;93116;79,6;73221;22193;22249;14605;9192;3481;NA;1501
2005;"Solareinheit";"Mannheim";"Mannheim, Stadtkreis";"08222";11;16,0163636363636;176,18;NA;NA;NA;198518;73,7;143593;44641;53295;15587;14283;9507;NA;6280
2005;"Solareinheit";"Neckar-Odenwald-Kreis";"Neckar-Odenwald-Kreis";"08225";138;12,470731884058;1720,961;NA;NA;NA;111104;77;83604;38430;24097;5220;8808;3193;NA;3856
2005;"Solareinheit";"Rhein-Neckar-Kreis";"Rhein-Neckar-Kreis";"08226";77;118,79338961039;9147,091;NA;NA;NA;389469;81,6;312515;117933;100444;30845;38238;13063;NA;11992
2005;"Solareinheit";"Pforzheim";"Pforzheim, Stadtkreis";"08231";47;10,1885106382979;478,86;NA;NA;NA;78736;71,7;55129;22352;16520;4320;6885;2609;NA;2443
2005;"Verbrennung";"Pforzheim";"Pforzheim, Stadtkreis";"08231";1;5;5;NA;NA;NA;78736;71,7;55129;22352;16520;4320;6885;2609;NA;2443
2005;"Solareinheit";"Calw";"Calw";"08235";32;7,3790625;236,13;NA;NA;NA;110772;78,5;85625;36459;22831;7214;11018;2907;NA;5196
2005;"Verbrennung";"Calw";"Calw";"08235";1;5,21;5,21;NA;NA;NA;110772;78,5;85625;36459;22831;7214;11018;2907;NA;5196
2005;"Biomasse";"Enzkreis";"Enzkreis";"08236";1;4,62;4,62;NA;NA;NA;140219;80,6;111237;42801;35186;9703;14140;4067;NA;5340
2005;"Solareinheit";"Enzkreis";"Enzkreis";"08236";110;7,1688;788,568;NA;NA;NA;140219;80,6;111237;42801;35186;9703;14140;4067;NA;5340
2005;"Verbrennung";"Enzkreis";"Enzkreis";"08236";1;5,42;5,42;NA;NA;NA;140219;80,6;111237;42801;35186;9703;14140;4067;NA;5340
2005;"Biomasse";"Freudenstadt";"Freudenstadt";"08237";3;343,333333333333;1030;NA;NA;NA;87822;76,2;65750;28908;17432;4949;8460;2035;NA;3966
2005;"Solareinheit";"Freudenstadt";"Freudenstadt";"08237";61;7,24672131147541;442,05;NA;NA;NA;87822;76,2;65750;28908;17432;4949;8460;2035;NA;3966
2005;"Verbrennung";"Freudenstadt";"Freudenstadt";"08237";2;5,2;10,4;NA;NA;NA;87822;76,2;65750;28908;17432;4949;8460;2035;NA;3966
2005;"Solareinheit";"Freiburg im Breisgau";"Freiburg im Breisgau, Stadtkreis";"08311";18;233,545555555556;4203,82;NA;NA;NA;143045;79,3;112130;29580;35009;29344;9380;6190;NA;2627
2005;"Verbrennung";"Freiburg im Breisgau";"Freiburg im Breisgau, Stadtkreis";"08311";1;5,5;5,5;NA;NA;NA;143045;79,3;112130;29580;35009;29344;9380;6190;NA;2627
2005;"Solareinheit";"Breisgau-Hochschwarzwald";"Breisgau-Hochschwarzwald";"08315";66;11,2645909090909;743,463;NA;NA;NA;183770;81;146573;55640;44821;20521;15893;5085;NA;4613
2005;"Verbrennung";"Breisgau-Hochschwarzwald";"Breisgau-Hochschwarzwald";"08315";3;6,22666666666667;18,68;NA;NA;NA;183770;81;146573;55640;44821;20521;15893;5085;NA;4613
2005;"Solareinheit";"Emmendingen";"Emmendingen";"08316";117;125,784;14716,728;NA;NA;NA;117316;79,1;90953;32141;30792;11912;9275;3542;NA;3291
2005;"Stromspeichereinheit";"Emmendingen";"Emmendingen";"08316";1;5,9;5,9;NA;NA;NA;117316;79,1;90953;32141;30792;11912;9275;3542;NA;3291
2005;"Verbrennung";"Emmendingen";"Emmendingen";"08316";3;1836,93333333333;5510,8;NA;NA;NA;117316;79,1;90953;32141;30792;11912;9275;3542;NA;3291
2005;"Biomasse";"Ortenaukreis";"Ortenaukreis";"08317";1;61,75;61,75;NA;NA;NA;309218;75,2;227277;93963;67396;22020;25177;9439;NA;9282
2005;"Solareinheit";"Ortenaukreis";"Ortenaukreis";"08317";148;64,5924256756757;9559,679;NA;NA;NA;309218;75,2;227277;93963;67396;22020;25177;9439;NA;9282
2005;"Verbrennung";"Ortenaukreis";"Ortenaukreis";"08317";6;5,31666666666667;31,9;NA;NA;NA;309218;75,2;227277;93963;67396;22020;25177;9439;NA;9282
2005;"Wasser";"Ortenaukreis";"Ortenaukreis";"08317";1;52;52;NA;NA;NA;309218;75,2;227277;93963;67396;22020;25177;9439;NA;9282
2005;"Biomasse";"Rottweil";"Rottweil";"08325";2;270;540;NA;NA;NA;103743;76,6;77881;34660;20815;5544;9488;2425;NA;4949
2005;"Solareinheit";"Rottweil";"Rottweil";"08325";126;31,2610714285714;3938,895;NA;NA;NA;103743;76,6;77881;34660;20815;5544;9488;2425;NA;4949
2005;"Verbrennung";"Rottweil";"Rottweil";"08325";2;31,75;63,5;NA;NA;NA;103743;76,6;77881;34660;20815;5544;9488;2425;NA;4949
2005;"Biomasse";"Schwarzwald-Baar-Kreis";"Schwarzwald-Baar-Kreis";"08326";3;183,333333333333;550;NA;NA;NA;151659;77;114262;47810;31506;9999;14852;4142;NA;5953
2005;"Solareinheit";"Schwarzwald-Baar-Kreis";"Schwarzwald-Baar-Kreis";"08326";60;9,68391666666667;581,035;NA;NA;NA;151659;77;114262;47810;31506;9999;14852;4142;NA;5953
2005;"Stromspeichereinheit";"Schwarzwald-Baar-Kreis";"Schwarzwald-Baar-Kreis";"08326";1;6000;6000;NA;NA;NA;151659;77;114262;47810;31506;9999;14852;4142;NA;5953
2005;"Verbrennung";"Schwarzwald-Baar-Kreis";"Schwarzwald-Baar-Kreis";"08326";1;5,5;5,5;NA;NA;NA;151659;77;114262;47810;31506;9999;14852;4142;NA;5953
2005;"Biomasse";"Tuttlingen";"Tuttlingen";"08327";3;390;1170;NA;NA;NA;95397;77,3;72251;32666;18781;4995;9869;2268;NA;3672
2005;"Solareinheit";"Tuttlingen";"Tuttlingen";"08327";55;8,88647272727273;488,756;NA;NA;NA;95397;77,3;72251;32666;18781;4995;9869;2268;NA;3672
2005;"Biomasse";"Konstanz";"Konstanz";"08335";4;187,5;750;NA;NA;NA;193465;77,9;148157;55279;44123;17958;20274;5665;NA;4858
2005;"Solareinheit";"Konstanz";"Konstanz";"08335";154;9,68003896103896;1490,726;NA;NA;NA;193465;77,9;148157;55279;44123;17958;20274;5665;NA;4858
2005;"Solareinheit";"Lörrach";"Lörrach";"08336";13;11,11;144,43;NA;NA;NA;157729;75,8;117546;39240;42795;14532;11515;4685;NA;4779
2005;"Verbrennung";"Lörrach";"Lörrach";"08336";1;5,3;5,3;NA;NA;NA;157729;75,8;117546;39240;42795;14532;11515;4685;NA;4779
2005;"Windeinheit";"Lörrach";"Lörrach";"08336";1;2000;2000;NA;NA;NA;157729;75,8;117546;39240;42795;14532;11515;4685;NA;4779
2005;"Biomasse";"Waldshut";"Waldshut";"08337";4;172,5;690;NA;NA;NA;118100;75,4;87471;37175;26355;8298;9280;2746;NA;3617
2005;"Solareinheit";"Waldshut";"Waldshut";"08337";49;9,12224489795918;446,99;NA;NA;NA;118100;75,4;87471;37175;26355;8298;9280;2746;NA;3617
2005;"Verbrennung";"Waldshut";"Waldshut";"08337";3;8,67333333333333;26,02;NA;NA;NA;118100;75,4;87471;37175;26355;8298;9280;2746;NA;3617
2005;"Biomasse";"Reutlingen";"Reutlingen";"08415";4;280,5;1122;NA;NA;NA;195834;79,9;153763;59038;45514;16374;21090;5428;NA;6319
2005;"Solareinheit";"Reutlingen";"Reutlingen";"08415";93;65,6798064516129;6108,222;NA;NA;NA;195834;79,9;153763;59038;45514;16374;21090;5428;NA;6319
2005;"Solareinheit";"Tübingen";"Tübingen";"08416";66;10,9315909090909;721,485;NA;NA;NA;146226;82;118116;39707;34422;21558;13038;5105;NA;4286
2005;"Verbrennung";"Tübingen";"Tübingen";"08416";3;5,76666666666667;17,3;NA;NA;NA;146226;82;118116;39707;34422;21558;13038;5105;NA;4286
2005;"Biomasse";"Zollernalbkreis";"Zollernalbkreis";"08417";2;363,5;727;NA;NA;NA;140486;76,3;104795;46046;28704;7326;13170;3640;NA;5909
2005;"Solareinheit";"Zollernalbkreis";"Zollernalbkreis";"08417";80;12,2281375;978,251;NA;NA;NA;140486;76,3;104795;46046;28704;7326;13170;3640;NA;5909
2005;"Biomasse";"Ulm";"Ulm, Stadtkreis";"08421";6;352,5;2115;NA;NA;NA;79237;78,5;61108;21312;19754;8393;7139;2475;NA;2035
2005;"Solareinheit";"Ulm";"Ulm, Stadtkreis";"08421";43;13,2655813953488;570,42;NA;NA;NA;79237;78,5;61108;21312;19754;8393;7139;2475;NA;2035
2005;"Wasser";"Ulm";"Ulm, Stadtkreis";"08421";1;2,5;2,5;NA;NA;NA;79237;78,5;61108;21312;19754;8393;7139;2475;NA;2035
2005;"Biomasse";"Alb-Donau-Kreis";"Alb-Donau-Kreis";"08425";8;356,125;2849;NA;NA;NA;135671;80,9;107535;49581;28520;9410;11920;3020;NA;5084
2005;"Solareinheit";"Alb-Donau-Kreis";"Alb-Donau-Kreis";"08425";173;11,9308150289017;2064,031;NA;NA;NA;135671;80,9;107535;49581;28520;9410;11920;3020;NA;5084
2005;"Verbrennung";"Alb-Donau-Kreis";"Alb-Donau-Kreis";"08425";1;120;120;NA;NA;NA;135671;80,9;107535;49581;28520;9410;11920;3020;NA;5084
2005;"Wasser";"Alb-Donau-Kreis";"Alb-Donau-Kreis";"08425";1;30;30;NA;NA;NA;135671;80,9;107535;49581;28520;9410;11920;3020;NA;5084
2005;"Biomasse";"Biberach";"Biberach";"08426";8;489,25;3914;NA;NA;NA;138144;79,1;107187;55080;23524;8235;11791;2750;NA;5807
2005;"Solareinheit";"Biberach";"Biberach";"08426";180;226,127955555556;40703,032;NA;NA;NA;138144;79,1;107187;55080;23524;8235;11791;2750;NA;5807
