"ags_county";"n";"mean";"sum";"ags_federal_state";"ags_district";"name";"year";"pop_obliged_to_income_taxes";"total_income_in_1000_euro";"total_taxes_on_income_in_1000_euro";"income_per_tax_person";"solar_plants_per_1000_tax_person";"total_production_per_1000_tax_person"
"03356";307;35,235654723127;10817,346;"03";"033";"Osterholz";2015;56173;2157450;360621;38407,2419133748;5,4652591102487;192,571982981148
"03357";967;195,27919131334;188834,978;"03";"033";"Rotenburg (Wümme)";2015;77885;2894311;459802;37161,340437825;12,4157411568338;2424,53589266226
"03358";436;102,351672018349;44625,329;"03";"033";"Heidekreis";2015;66872;2291204;360693;34262,5314032779;6,51991865055629;667,324575308051
"03359";716;144,998456703911;103818,895;"03";"033";"Stade";2015;98332;3962708;681646;40299,2718545336;7,28145466379205;1055,79968880934
"03360";322;46,1181894409938;14850,057;"03";"033";"Uelzen";2015;44233;1459430;219815;32994,1446431397;7,27963285329957;335,723486989352
"03361";647;31,6232179289026;20460,222;"03";"033";"Verden";2015;66155;2692297;481981;40696,802962739;9,78006197566321;309,277031214572
"03401";98;17,3480102040816;1700,105;"03";"034";"Delmenhorst, Stadt";2015;36727;1117406;162659;30424,6467176736;2,6683366460642;46,2903313638468
"03402";159;18,0603270440252;2871,592;"03";"034";"Emden, Stadt";2015;24228;794015;123750;32772,6184579825;6,56265477959386;118,5236915965
"03403";250;67,424656;16856,164;"03";"034";"Oldenburg (Oldenburg), Stadt";2015;84802;3190173;581597;37619,0773802505;2,94804367821514;198,77083087663
"03404";459;14,6592374727669;6728,59;"03";"034";"Osnabrück, Stadt";2015;82758;3032875;557183;36647,5144396916;5,54629159718698;81,3044056163755
"03405";74;122,703756756757;9080,078;"03";"034";"Wilhelmshaven, Stadt";2015;37090;1098324;164584;29612,4022647614;1,99514693987598;244,81202480453
"03451";452;435,030303097345;196633,697;"03";"034";"Ammerland";2015;57993;2266685;382608;39085,4930767506;7,79404410877175;3390,64537099305
"03452";1042;57,3778550863724;59787,725;"03";"034";"Aurich";2015;89997;2989772;446209;33220,7962487638;11,5781637165683;664,330199895552
"03453";1269;33,8618006304177;42970,625;"03";"034";"Cloppenburg";2015;76868;2630158;400937;34216,5530519852;16,5088203153458;559,018382161628
"03454";1996;43,4040100200401;86634,404;"03";"034";"Emsland";2015;150144;5533362;882655;36853,7004475703;13,2939045183291;577,008764919011
"03455";368;39,264089673913;14449,185;"03";"034";"Friesland";2015;47832;1622585;247899;33922,5832078943;7,69359424652952;302,081974410436
"03456";681;75,6876916299559;51543,318;"03";"034";"Grafschaft Bentheim";2015;61925;2106216;322375;34012,3698021801;10,9971740008074;832,350714574082
"03457";669;64,6384843049327;43243,146;"03";"034";"Leer";2015;75461;2482568;368445;32898,6893892209;8,86550668557268;573,052914750666
"03458";876;81,3556232876712;71267,526;"03";"034";"Oldenburg";2015;63726;2563494;450736;40226,8148008662;13,746351567649;1118,34299971754
"03459";1608;23,3482580845771;37543,999;"03";"034";"Osnabrück";2015;173945;6447970;1054028;37069,0160682975;9,24430135962517;215,838333956136
"03460";672;64,2823288690476;43197,725;"03";"034";"Vechta";2015;69425;2672358;453074;38492,7331652863;9,67951026287361;622,221462009363
"03461";447;58,4100044742729;26109,272;"03";"034";"Wesermarsch";2015;42841;1440389;218201;33621,7408557223;10,4339301136762;609,445904624075
"03462";400;266,582485;106632,994;"03";"034";"Wittmund";2015;26871;857014;121292;31893,6399836255;14,8859365114808;3968,32994678278
"04011";545;18,6140458715596;10144,655;"04";"040";"Bremen, Stadt";2015;275894;9582434;1722576;34732,3029859294;1,97539634787273;36,7701182338144
"04012";145;14,1834275862069;2056,597;"04";"040";"Bremerhaven, Stadt";2015;52134;1427395;209287;27379,3493689339;2,78129435684966;39,448287106303
"05111";165;99,778;16463,37;"05";"051";"Düsseldorf, Stadt";2015;318926;15081401;3396999;47288,0887729442;0,517361394179214;51,6212851884136
"05112";90;59,0058333333333;5310,525;"05";"051";"Duisburg, Stadt";2015;224935;6673447;1018004;29668,3352968635;0,400115588947918;23,6091537555294
"05113";823;9,01993438639125;7423,406;"05";"051";"Essen, Stadt";2015;267195;10059609;1867173;37648,9417840903;3,08014745784914;27,782727970209
"05114";170;15,3091647058824;2602,558;"05";"051";"Krefeld, Stadt";2015;108090;4053103;736776;37497,4835784994;1,57276343787584;24,0776945138311
"05116";184;26,7455869565217;4921,188;"05";"051";"Mönchengladbach, Stadt";2015;121452;4263961;730296;35108,1991239337;1,51500181141521;40,5196126864934
"05117";308;22,9346363636364;7063,868;"05";"051";"Mülheim an der Ruhr, Stadt";2015;81411;3388117;680572;41617,4349903576;3,78327253073909;86,7679797570353
"05119";348;24,5614396551724;8547,381;"05";"051";"Oberhausen, Stadt";2015;95527;3100028;477598;32451,851309054;3,6429491138631;89,4760748270123
"05120";151;229,860622516556;34708,954;"05";"051";"Remscheid, Stadt";2015;52664;1897783;317054;36035,6790217226;2,86723378398906;659,064142488227
"05122";278;39,1264316546763;10877,148;"05";"051";"Solingen, Klingenstadt";2015;76239;2917499;509359;38267,8025682394;3,64642768137043;142,67170345886
"05124";488;15,5877295081967;7606,812;"05";"051";"Wuppertal, Stadt";2015;163246;5855617;1009913;35869,8957401713;2,98935349105032;46,5972336228759
"05154";2856;36,2320203081232;103478,65;"05";"051";"Kleve";2015;143173;5041044;817589;35209,459884196;19,9478952037046;722,75254412494
"05158";975;17,0179425641026;16592,494;"05";"051";"Mettmann";2015;244000;10427709;1986417;42736,512295082;3,99590163934426;68,0020245901639
"05162";932;22,3011652360515;20784,686;"05";"051";"Rhein-Kreis Neuss";2015;224814;9996783;1965959;44466,9059756065;4,14564929230386;92,4528098783884
"05166";1334;24,4998470764618;32682,796;"05";"051";"Viersen";2015;144054;5695243;1013003;39535,4728088078;9,26041623280159;226,878781568023
"05170";2372;23,4140101180438;55538,032;"05";"051";"Wesel";2015;218744;8295740;1409711;37924,4230698899;10,8437259993417;253,895110265882
"05314";326;11,9334447852761;3890,303;"05";"053";"Bonn, Stadt";2015;161010;7309686;1503671;45398,9565865474;2,02471896155518;24,1618719334203
"05315";274;82,1287189781022;22503,269;"05";"053";"Köln, Stadt";2015;548281;22375615;4509080;40810,4876878827;0,499743744539752;41,0433135563698
"05316";88;26,09875;2296,69;"05";"053";"Leverkusen, Stadt";2015;83082;3084326;549445;37123,8776148865;1,05919453070461;27,6436532582268
"05334";1379;54,0297722987672;74507,056;"05";"053";"Städteregion Aachen";2015;258320;9484688;1668674;36716,8163518117;5,33834004335708;288,429296995974
"05358";1137;21,8717211961302;24868,147;"05";"053";"Düren";2015;122928;4528594;743541;36839,4019263309;9,24931667317454;202,298475530392
"05362";745;20,4543073825503;15238,459;"05";"053";"Rhein-Erft-Kreis";2015;234295;9298234;1642229;39686,0112251649;3,17975202202352;65,039625258755
"05366";832;25,4674639423077;21188,93;"05";"053";"Euskirchen";2015;91448;3372178;534647;36875,3608608171;9,09806666083457;231,704684629516
"05370";1016;49,8437322834646;50641,232;"05";"053";"Heinsberg";2015;114771;4121336;661822;35909,2105148513;8,8524104521177;441,237176638698
"05374";724;20,0261215469613;14498,912;"05";"053";"Oberbergischer Kreis";2015;131994;5068856;869386;38402,1697955968;5,4850978074761;109,845235389487
"05378";434;56,0630069124424;24331,345;"05";"053";"Rheinisch-Bergischer Kreis";2015;141357;6555439;1294770;46375,0574785826;3,07024059650389;172,126919784659
"05382";1187;36,5641634372367;43401,662;"05";"053";"Rhein-Sieg-Kreis";2015;298489;12582093;2277012;42152,6186894659;3,97669595864504;145,404560972096
"05512";600;17,3704333333333;10422,26;"05";"055";"Bottrop, Stadt";2015;53162;1917642;315648;36071,6677325909;11,2862571009368;196,047176554682
"05513";294;35,2149183673469;10353,186;"05";"055";"Gelsenkirchen, Stadt";2015;107064;3214031;487178;30019,7171785101;2,74602107150863;96,700907868191
"05515";511;18,6340998043053;9522,025;"05";"055";"Münster, Stadt";2015;154747;6543914;1272643;42287,8246428041;3,30216417765773;61,5328568566757
"05554";4879;30,2261455216233;147473,364;"05";"055";"Borken";2015;172971;6572803;1076610;37999,4507749854;28,2070404865555;852,590110480948
"05558";2308;21,6648778162912;50002,538;"05";"055";"Coesfeld";2015;104977;4349022;732111;41428,3319203254;21,9857683111539;476,318984158435
"05562";2709;15,8178877814692;42850,658;"05";"055";"Recklinghausen";2015;282768;10116494;1664455;35776,6578962259;9,58029197080292;151,539983307871
"05566";3626;36,0491707115279;130714,293;"05";"055";"Steinfurt";2015;210292;7912988;1288461;37628,5736024195;17,2426911152112;621,584715538394
"05570";2364;43,0247664974619;101710,548;"05";"055";"Warendorf";2015;131615;5116300;847115;38873,2287353265;17,961478554876;772,788420772708
"05711";337;31,1582700296736;10500,337;"05";"057";"Bielefeld, Stadt";2015;158302;5979119;1075327;37770,3313918965;2,1288423393261;66,3310444593246
"05754";3214;62,6880379589297;201479,354;"05";"057";"Gütersloh";2015;177837;7222976;1284756;40615,7098916423;18,072729521978;1132,94395429523
"05758";459;26,2562505446623;12051,619;"05";"057";"Herford";2015;115639;4411341;728433;38147,5194354846;3,96924912875414;104,217599598751
"05762";1572;33,0552614503817;51962,871;"05";"057";"Höxter";2015;65576;2341514;355338;35706,8744662681;23,9721849457118;792,406840917409
"05766";1112;19,317256294964;21480,789;"05";"057";"Lippe";2015;158264;6003341;1026080;37932,4483142092;7,0262346459081;135,727575443563
"05770";2112;24,7073196022727;52181,859;"05";"057";"Minden-Lübbecke";2015;145155;5534714;930659;38129,6820640005;14,549963831766;359,490606592952
"05774";2273;20,5673224813022;46749,524;"05";"057";"Paderborn";2015;141851;5458522;927150;38480,6733826339;16,0238560179343;329,567814114811
"05911";457;11,5244354485777;5266,667;"05";"059";"Bochum, Stadt";2015;174874;6207222;1092900;35495,3966856136;2,61331015473998;30,1169241854135
"05913";1197;24,5772631578947;29418,984;"05";"059";"Dortmund, Stadt";2015;274941;9376172;1619242;34102,4874427605;4,35366133097646;107,001080231759
"05914";241;33,0531452282158;7965,808;"05";"059";"Hagen, Stadt der FernUniversität";2015;87074;2897617;468723;33277,6374118566;2,7677607552197;91,4831981992328
"05915";1020;14,0263754901961;14306,903;"05";"059";"Hamm, Stadt";2015;79219;2563024;385249;32353,652532852;12,8756990116008;180,599389035459
"05916";39;9,42158974358974;367,442;"05";"059";"Herne, Stadt";2015;69306;2125794;318522;30672,582460393;0,562721842264739;5,30173433757539
"05954";777;42,2363590733591;32817,651;"05";"059";"Ennepe-Ruhr-Kreis";2015;161190;6436735;1161350;39932,5950741361;4,82039828773497;203,596072957379
"05958";1002;28,4725538922156;28529,499;"05";"059";"Hochsauerlandkreis";2015;125916;4829002;801861;38350,980018425;7,95768607643191;226,575645668541
"05962";983;77,5659053916582;76247,285;"05";"059";"Märkischer Kreis";2015;197874;7788788;1331005;39362,3619070722;4,96780779688084;385,332509576801
"05966";574;26,2806602787456;15085,099;"05";"059";"Olpe";2015;66618;2880372;495475;43237,1431144736;8,61628989162088;226,441787504879
"05970";468;12,9336688034188;6052,957;"05";"059";"Siegen-Wittgenstein";2015;134190;5111121;854115;38088,6876816454;3,48759221998659;45,1073626946866
"05974";1981;21,7163957597173;43020,18;"05";"059";"Soest";2015;143051;5565819;954804;38907,9349322969;13,8482079817687;300,733165094966
"05978";1572;30,9958460559796;48725,47;"05";"059";"Unna";2015;186013;6720656;1108302;36130,0339223603;8,45102224038105;261,946584378511
"06411";66;15,6355757575758;1031,948;"06";"064";"Darmstadt, Wissenschaftsstadt";2015;80775;3263873;653288;40406,9699783349;0,817084493964717;12,7755865057258
"06412";179;42,8175474860335;7664,341;"06";"064";"Frankfurt am Main, Stadt";2015;373504;17174473;3842195;45982,032320939;0,479245202193283;20,5201042023646
"06413";46;12,884347826087;592,68;"06";"064";"Offenbach am Main, Stadt";2015;63263;1927456;311566;30467,3505840697;0,727123279009848;9,36850923920775
"06414";272;51,6743125;14055,413;"06";"064";"Wiesbaden, Landeshauptstadt";2015;143515;6304283;1313799;43927,6939692715;1,89527227119116;97,936891614117
"06431";925;43,0107935135135;39784,984;"06";"064";"Bergstraße";2015;135876;5533894;1014147;40727,5309841326;6,80767758838941;292,803615060791
"06432";466;56,0913798283262;26138,583;"06";"064";"Darmstadt-Dieburg";2015;150209;6281270;1150751;41816,8684965615;3,10234406726628;174,014759435187
"06433";468;21,6417115384615;10128,321;"06";"064";"Groß-Gerau";2015;136224;5065870;862038;37187,7936340146;3,43551797040169;74,3504889006343
"06434";221;26,3257466063348;5817,99;"06";"064";"Hochtaunuskreis";2015;118507;7460612;1870359;62955,0321921912;1,86486874193086;49,0940619541462
"06435";2680;27,1955123134328;72883,973;"06";"064";"Main-Kinzig-Kreis";2015;207114;8128104;1426591;39244,5899359773;12,9397336732428;351,902686443215
"06436";224;61,00203125;13664,455;"06";"064";"Main-Taunus-Kreis";2015;121564;6387484;1389459;52544,2071665954;1,84265078477181;112,405440755487
"06437";190;15,8488421052632;3011,28;"06";"064";"Odenwaldkreis";2015;47702;1637992;255108;34338,0151775607;3,98306150685506;63,1269129176974
"06438";846;13,71086643026;11599,393;"06";"064";"Offenbach";2015;175291;7454685;1442739;42527,4828713397;4,826260332818;66,17221078093
"06439";303;38,785;11751,855;"06";"064";"Rheingau-Taunus-Kreis";2015;92376;4123154;784309;44634,4721572703;3,28007274616784;127,21762146012
"06440";1624;130,877466748768;212545,006;"06";"064";"Wetteraukreis";2015;149309;6306919;1159120;42240,715563027;10,8767723312058;1423,52440911131
"06531";1864;40,2696909871245;75062,704;"06";"065";"Gießen";2015;125963;4625538;794788;36721,4023165533;14,7979962369902;595,910735692227
"06532";1341;11,5279045488441;15458,92;"06";"065";"Lahn-Dill-Kreis";2015;121507;4563153;767838;37554,6511723604;11,0364011949929;127,226579538627
"06533";520;59,8403884615385;31117,002;"06";"065";"Limburg-Weilburg";2015;81355;3106489;525324;38184,3648208469;6,39173990535308;382,484198881446
"06534";1379;23,5283016678753;32445,528;"06";"065";"Marburg-Biedenkopf";2015;120275;4344166;789984;36118,6115152775;11,4653918104344;269,761197256288
"06535";946;19,8916289640592;18817,481;"06";"065";"Vogelsbergkreis";2015;50523;1716632;253627;33977,238089583;18,7241454387111;372,453753735922
"06611";579;17,5020725388601;10133,7;"06";"066";"Kassel, documenta-Stadt";2015;99320;3340718;578549;33635,9041482078;5,82964156262586;102,030809504632
"06631";3562;37,0473391353172;131962,622;"06";"066";"Fulda";2015;107952;3888697;623812;36022,4636875648;32,9961464354528;1222,41942715281
"06632";1447;43,1155224602626;62388,161;"06";"066";"Hersfeld-Rotenburg";2015;59346;1943746;291211;32752,7718801604;24,3824352104607;1051,26143295252
"06633";2006;29,6438678963111;59465,599;"06";"066";"Kassel";2015;116423;4262306;679796;36610,5151044038;17,2302723688618;510,771917919999
"06634";2325;38,1651178494624;88733,899;"06";"066";"Schwalm-Eder-Kreis";2015;89196;3116865;480315;34943,9997309296;26,0661913090273;994,819263195659
"06635";1542;21,231621919585;32739,161;"06";"066";"Waldeck-Frankenberg";2015;76460;2600889;389641;34016,3353387392;20,1674077949254;428,186777399948
"06636";1172;14,020843003413;16432,428;"06";"066";"Werra-Meißner-Kreis";2015;47169;1476474;209728;31301,7871907397;24,8468273654307;348,373465623609
"07111";267;12,2964419475655;3283,15;"07";"071";"Koblenz, kreisfreie Stadt";2015;57397;2082681;364970;36285,5375716501;4,651811070265;57,2007247765563
"07131";383;13,5566553524804;5192,199;"07";"071";"Ahrweiler";2015;64046;2363682;386658;36906,0050588639;5,98007681978578;81,069840427193
"07132";549;51,230072859745;28125,31;"07";"071";"Altenkirchen (Westerwald)";2015;60829;2139802;337335;35177,3331798977;9,02530043235956;462,366798730868
"07133";478;29,7350355648536;14213,347;"07";"071";"Bad Kreuznach";2015;75938;2769187;457209;36466,4199741895;6,29460875977771;187,170415338829
"07134";310;24,5087903225806;7597,725;"07";"071";"Birkenfeld";2015;37519;1242209;184877;33108,7982089075;8,26248034329273;202,503398278206
"07135";494;21,8478461538462;10792,836;"07";"071";"Cochem-Zell";2015;29722;1035613;158124;34843,3147163717;16,6206850144674;363,12616916762
"07137";1002;19,482129740519;19521,094;"07";"071";"Mayen-Koblenz";2015;103115;3897267;648154;37795,3450031518;9,71730592057412;189,313814672938
"07138";656;21,0943902439024;13837,92;"07";"071";"Neuwied";2015;88369;3447299;624300;39010,2750964705;7,42341771435684;156,592470210142
"07140";681;37,6968237885463;25671,537;"07";"071";"Rhein-Hunsrück-Kreis";2015;50188;1893398;306376;37726,1098270503;13,5689806328206;511,507471905635
"07141";290;22,7501034482759;6597,53;"07";"071";"Rhein-Lahn-Kreis";2015;59992;2162192;351760;36041,3388451794;4,83397786371516;109,973496466195
"07143";1170;118,115372649573;138194,986;"07";"071";"Westerwaldkreis";2015;96601;3700780;610835;38309,9553834846;12,1116758625687;1430,57510791814
"07211";149;62,4648657718121;9307,265;"07";"072";"Trier, kreisfreie Stadt";2015;50011;1599910;279307;31991,1619443722;2,97934454420028;186,104357041451
"07231";647;58,8594018547141;38082,033;"07";"072";"Bernkastel-Wittlich";2015;53342;1842753;281104;34546,0050241836;12,1292789921638;713,922106407709
"07232";749;58,3872536715621;43732,053;"07";"072";"Eifelkreis Bitburg-Prüm";2015;41561;1319312;201032;31743,9907605688;18,0217030389067;1052,2377469262
"07233";436;43,4367798165138;18938,436;"07";"072";"Vulkaneifel";2015;28920;982009;146676;33956,051175657;15,076071922545;654,85601659751
"07235";547;70,7190036563071;38683,295;"07";"072";"Trier-Saarburg";2015;64704;2194648;352567;33918,2739861523;8,45388229475767;597,850132912957
"07311";63;26,7477936507936;1685,111;"07";"073";"Frankenthal (Pfalz), kreisfreie Stadt";2015;24144;841120;142730;34837,6408217362;2,60934393638171;69,7941931742876
"07312";140;100,439007142857;14061,461;"07";"073";"Kaiserslautern, kreisfreie Stadt";2015;47125;1546013;261108;32806,6419098143;2,97082228116711;298,386440318302
"07313";279;47,4791505376344;13246,683;"07";"073";"Landau in der Pfalz, kreisfreie Stadt";2015;23056;871953;157282;37818,9191533657;12,1009715475364;574,543849757113
"07314";120;17,35575;2082,69;"07";"073";"Ludwigshafen am Rhein, kreisfreie Stadt";2015;82081;2679465;444662;32644,1563821104;1,46197049256222;25,3735943762868
"07315";119;17,0280672268908;2026,34;"07";"073";"Mainz, kreisfreie Stadt";2015;109163;4453756;867521;40799,1352381301;1,09011295035864;18,5625166036111
"07316";121;15,4387603305785;1868,09;"07";"073";"Neustadt an der Weinstraße, kreisfreie Stadt";2015;29559;1149801;224462;38898,5080686085;4,09350789945533;63,1986873710207
"07317";72;28,1272083333333;2025,159;"07";"073";"Pirmasens, kreisfreie Stadt";2015;18020;542771;85828;30120,4772475028;3,99556048834628;112,383962264151
"07318";365;22,2491260273973;8120,931;"07";"073";"Speyer, kreisfreie Stadt";2015;25183;1063958;205399;42249,0569034666;14,4939046181948;322,476710479292
"07319";375;18,1276986666667;6797,887;"07";"073";"Worms, kreisfreie Stadt";2015;40409;1402158;233790;34699,1511791928;9,28011086639115;168,227053379198
"07320";413;11,4046246973366;4710,11;"07";"073";"Zweibrücken, kreisfreie Stadt";2015;16065;540887;84430;33668,6585745409;25,7080610021786;293,190787426081
"07331";1477;29,624211916046;43754,961;"07";"073";"Alzey-Worms";2015;62380;2492411;422053;39955,2901571016;23,6774607245912;701,426114139147
"07332";773;40,4607787839586;31276,182;"07";"073";"Bad Dürkheim";2015;67785;2928974;551096;43209,766172457;11,4037028841189;461,402699712326
"07333";481;23,4324012474012;11270,985;"07";"073";"Donnersbergkreis";2015;36078;1303802;205573;36138,4223072232;13,3322246244249;312,406036920007
"07334";443;169,338706546275;75017,047;"07";"073";"Germersheim";2015;65440;2477891;410567;37865,0825183374;6,76955990220049;1146,34851772616
"07335";487;21,5801848049281;10509,55;"07";"073";"Kaiserslautern";2015;50330;1809163;286240;35946,0162924697;9,67613749254918;208,812835287105
"07336";279;27,0909462365591;7558,374;"07";"073";"Kusel";2015;33249;1107722;160752;33315,9493518602;8,3912298114229;227,32635567987
"07337";809;24,2811594561187;19643,458;"07";"073";"Südliche Weinstraße";2015;55097;2198619;377233;39904,5138573788;14,6831950922918;356,525001361236
"07338";662;45,2353640483384;29945,811;"07";"073";"Rhein-Pfalz-Kreis";2015;85341;3432320;638228;40218,8865844084;7,75711557164786;350,895946848525
"07339";1459;20,5007278958191;29910,562;"07";"073";"Mainz-Bingen";2015;105287;4921979;950854;46748,2120299752;13,8573613076638;284,085993522467
"07340";416;273,705096153846;113861,32;"07";"073";"Südwestpfalz";2015;46188;1648879;258971;35699,2941889668;9,00666839871828;2465,171040097
"08111";679;20,510854197349;13926,87;"08";"081";"Stuttgart, Stadtkreis";2015;325683;14946637;3190595;45893,2059702226;2,08484937807623;42,7620416171553
"08115";1232;32,6516631493506;40226,849;"08";"081";"Böblingen";2015;202750;9220585;1795531;45477,607891492;6,07644882860666;198,406160295931
"08116";1618;19,7793133498146;32002,929;"08";"081";"Esslingen";2015;276619;12229456;2331721;44210,469996638;5,84920052490971;115,693170028089
"08117";1626;20,426290897909;33213,149;"08";"081";"Göppingen";2015;129160;5193223;929980;40207,6726540725;12,589036853515;257,147328894394
"08118";1568;24,3231179846939;38138,649;"08";"081";"Ludwigsburg";2015;281211;12773376;2458505;45422,7466208648;5,57588430040077;135,62289170765
"08119";1423;16,7797104708363;23877,528;"08";"081";"Rems-Murr-Kreis";2015;218289;9432133;1729370;43209,3829739474;6,51888093307496;109,384934650853
"08121";473;32,3135687103594;15284,318;"08";"081";"Heilbronn, Stadtkreis";2015;62753;3115973;535111;49654,5663155546;7,53748824757382;243,563144391503
"08125";1811;19,6940110436223;35665,854;"08";"081";"Heilbronn";2015;171424;7474181;1384860;43600,5518480493;10,5644483852903;208,056363169685
"08126";801;22,1809662921348;17766,954;"08";"081";"Hohenlohekreis";2015;57427;2374994;433490;41356,7485677469;13,9481428596305;309,383286607345
"08127";3326;18,7349582080577;62312,471;"08";"081";"Schwäbisch Hall";2015;96316;3891414;671676;40402,5707047635;34,5321649570165;646,958667303459
"08128";2692;65,1706188707281;175439,306;"08";"081";"Main-Tauber-Kreis";2015;65436;2451407;393567;37462,6658108686;41,1394339507305;2681,08237056055
"08135";1232;37,5374683441558;46246,161;"08";"081";"Heidenheim";2015;66464;2453966;413565;36921,7320654791;18,5363505055368;695,807670317766
