"start_year";"ags_county";"n";"mean";"sum"
2015;"08215";83;11,3441325301205;941,563
2015;"08216";50;25,1816;1259,08
2015;"08221";5;14,62;73,1
2015;"08222";16;14,734375;235,75
2015;"08225";41;259,803609756098;10651,948
2015;"08226";113;46,9755486725664;5308,237
2015;"08231";8;36,1225;288,98
2015;"08235";47;10,0702765957447;473,303
2015;"08236";31;6,31790322580645;195,855
2015;"08237";35;76,9131428571429;2691,96
2015;"08311";15;25,4366666666667;381,55
2015;"08315";60;24,4788333333333;1468,73
2015;"08316";85;23,3217882352941;1982,352
2015;"08317";148;31,5418310810811;4668,191
2015;"08325";46;24,0388043478261;1105,785
2015;"08326";35;40,8805714285714;1430,82
2015;"08327";23;10,7897391304348;248,164
2015;"08335";42;30,8267857142857;1294,725
2015;"08336";17;25,3188235294118;430,42
2015;"08337";38;19,1430789473684;727,437
2015;"08415";111;12,6132612612613;1400,072
2015;"08416";91;58,0749120879121;5284,817
2015;"08417";57;20,9014035087719;1191,38
2015;"08421";21;7,38261904761905;155,035
2015;"08425";107;9,60458878504673;1027,691
2015;"08426";143;87,7453986013986;12547,592
2015;"08435";94;19,9151170212766;1872,021
2015;"08436";132;14,1895;1873,014
2015;"08437";53;47,8666603773585;2536,933
2015;"09161";31;13,6774193548387;424
2015;"09162";51;198,989901960784;10148,485
2015;"09163";7;10,7371428571429;75,16
2015;"09171";30;172,601666666667;5178,05
2015;"09172";32;14,3690625;459,81
2015;"09173";13;6,91692307692308;89,92
2015;"09174";38;27,1452631578947;1031,52
2015;"09175";25;19,704;492,6
2015;"09176";28;1107,00178571429;30996,05
2015;"09177";81;20,7258024691358;1678,79
2015;"09178";57;73,1963157894737;4172,19
2015;"09179";86;13,9215348837209;1197,252
2015;"09180";22;51,0722727272727;1123,59
2015;"09181";38;6,1825;234,935
2015;"09182";24;5,98416666666667;143,62
2015;"09183";63;54,947619047619;3461,7
2015;"09184";40;66,08225;2643,29
2015;"09185";27;25,5938888888889;691,035
2015;"09186";42;23,9239285714286;1004,805
2015;"09187";74;12,9676351351351;959,605
2015;"09188";12;6,2475;74,97
2015;"09189";50;21,9671;1098,355
2015;"09190";34;20,6730882352941;702,885
2015;"09261";49;6,13285714285714;300,51
2015;"09262";10;8,378;83,78
2015;"09263";22;20,3873636363636;448,522
2015;"09271";29;52,8231034482759;1531,87
2015;"09272";16;12,065625;193,05
2015;"09273";66;12,1464393939394;801,665
2015;"09274";90;134,207333333333;12078,66
2015;"09275";58;11,6208620689655;674,01
2015;"09276";22;23,2;510,4
2015;"09277";28;46,0744642857143;1290,085
2015;"09278";54;9,65212962962963;521,215
2015;"09279";38;22,1544736842105;841,87
2015;"09361";11;9,16363636363636;100,8
2015;"09362";19;22,5746315789474;428,918
2015;"09363";16;18,435625;294,97
2015;"09371";24;46,2629166666667;1110,31
2015;"09372";54;14,7390740740741;795,91
2015;"09373";35;249,889142857143;8746,12
2015;"09374";18;8,76777777777778;157,82
2015;"09375";75;86,4558;6484,185
2015;"09376";27;184,897407407407;4992,23
2015;"09377";24;58,754375;1410,105
2015;"09461";17;11,0794117647059;188,35
2015;"09462";15;4,98066666666667;74,71
2015;"09463";8;34,348125;274,785
2015;"09464";3;5,65;16,95
2015;"09471";21;20,5585714285714;431,73
2015;"09472";35;300,952314285714;10533,331
2015;"09473";29;44,6737931034483;1295,54
2015;"09474";32;22,01;704,32
2015;"09475";35;900,956;31533,46
2015;"09476";5;10,416;52,08
2015;"09477";23;644,573913043478;14825,2
2015;"09478";18;22,495;404,91
2015;"09479";15;475,12;7126,8
2015;"09561";25;18,987;474,675
2015;"09562";20;35,4175;708,35
2015;"09563";23;36,0093913043478;828,216
2015;"09564";17;6,19;105,23
2015;"09565";5;16,464;82,32
2015;"09571";62;317,687419354839;19696,62
2015;"09572";40;47,387375;1895,495
2015;"09573";31;31,4620967741935;975,325
2015;"09574";19;8,70105263157895;165,32
2015;"09575";26;10,0311538461538;260,81
2015;"09576";39;20,164358974359;786,41
2015;"09577";48;162,574166666667;7803,56
2015;"09661";3;7,83333333333333;23,5
2015;"09662";17;10,7623529411765;182,96
2015;"09663";14;24,0514285714286;336,72
2015;"09671";22;6,57931818181818;144,745
2015;"09672";41;945,089634146341;38748,675
2015;"09673";35;40,5894285714286;1420,63
2015;"09674";12;52,7;632,4
2015;"09675";36;50,9094722222222;1832,741
2015;"09676";24;14,2516666666667;342,04
2015;"09677";29;43,0076206896552;1247,221
2015;"09678";35;23,355;817,425
2015;"09679";48;46,9558333333333;2253,88
2015;"09761";17;42,8176470588235;727,9
2015;"09762";15;10,0306666666667;150,46
2015;"09763";9;32,1483333333333;289,335
2015;"09764";3;7,33333333333333;22
2015;"09771";23;32,6111304347826;750,056
2015;"09772";27;38,9707407407407;1052,21
2015;"09773";71;15,1820422535211;1077,925
2015;"09774";21;22,2404761904762;467,05
2015;"09775";54;19,2164259259259;1037,687
2015;"09776";14;21,0128571428571;294,18
2015;"09777";53;67,3941132075472;3571,888
2015;"09778";38;59,9601315789474;2278,485
2015;"09779";38;39,626052631579;1505,79
2015;"09780";47;11,2973404255319;530,975
2015;"10041";24;30,8702083333333;740,885
2015;"10042";28;6,38732142857143;178,845
2015;"10043";34;395,306323529412;13440,415
2015;"10044";35;10,9474;383,159
2015;"10045";28;16,3441071428571;457,635
2015;"10046";15;27,5563333333333;413,345
2015;"11000";76;46,3018421052632;3518,94
2015;"12051";8;17,33;138,64
2015;"12052";8;22,76;182,08
2015;"12054";4;42,85;171,4
2015;"12060";17;294,139411764706;5000,37
2015;"12061";27;533,363259259259;14400,808
2015;"12062";25;1021,9726;25549,315
2015;"12063";18;281,970555555556;5075,47
2015;"12064";17;28,1866470588235;479,173
2015;"12065";19;434,898947368421;8263,08
2015;"12066";20;1224,536;24490,72
2015;"12067";14;708,37;9917,18
2015;"12068";6;8,77833333333333;52,67
2015;"12069";22;201,080454545455;4423,77
2015;"12070";20;1049,13575;20982,715
2015;"12071";28;128,824392857143;3607,083
2015;"12072";31;910,443483870968;28223,748
2015;"12073";15;487,8582;7317,873
2015;"13003";8;38,01375;304,11
2015;"13004";1;9;9
2015;"13071";32;838,8209375;26842,27
2015;"13072";36;1214,94638888889;43738,07
2015;"13073";25;294,702;7367,55
2015;"13074";12;172,159166666667;2065,91
2015;"13075";25;484,9232;12123,08
2015;"13076";27;293,987407407407;7937,66
2015;"14511";17;78,8164705882353;1339,88
2015;"14521";41;179,76243902439;7370,26
2015;"14522";40;6,8015;272,06
2015;"14523";35;79,354;2777,39
2015;"14524";46;32,3585869565217;1488,495
2015;"14612";49;12,2679591836735;601,13
2015;"14625";35;6,88357142857143;240,925
2015;"14626";21;500,966428571429;10520,295
2015;"14627";30;804,753666666667;24142,61
2015;"14628";34;14,3736764705882;488,705
2015;"14713";30;42,5691666666667;1277,075
2015;"14729";40;47,894875;1915,795
2015;"14730";41;208,309146341463;8540,675
2015;"15001";6;368,637333333333;2211,824
2015;"15002";3;3,08833333333333;9,265
2015;"15003";37;14,1256756756757;522,65
2015;"15081";11;236,466363636364;2601,13
2015;"15082";20;115,90775;2318,155
2015;"15083";45;1162,18888888889;52298,5
2015;"15084";34;209,886323529412;7136,135
2015;"15085";24;85,86225;2060,694
2015;"15086";14;292,897857142857;4100,57
2015;"15087";24;900,054166666667;21601,3
2015;"15088";29;444,714137931034;12896,71
2015;"15089";24;255,795208333333;6139,085
2015;"15090";23;963,750869565217;22166,27
2015;"15091";18;44,1777777777778;795,2
2015;"16051";28;10,7310714285714;300,47
2015;"16052";9;16,9711111111111;152,74
2015;"16053";10;12,648;126,48
2015;"16054";11;11,2108181818182;123,319
2015;"16055";6;10,535;63,21
2015;"16056";5;2041,9;10209,5
2015;"16061";13;11,4981538461538;149,476
2015;"16062";6;531,438333333333;3188,63
2015;"16063";32;629,744375;20151,82
2015;"16064";14;58,78;822,92
2015;"16065";12;531,5775;6378,93
2015;"16066";21;77,3938095238095;1625,27
2015;"16067";14;15,5178571428571;217,25
2015;"16068";17;126,695882352941;2153,83
2015;"16069";23;346,919565217391;7979,15
2015;"16070";17;15,3364705882353;260,72
2015;"16071";18;25,0488888888889;450,88
2015;"16072";8;61,07875;488,63
2015;"16073";11;19,5718181818182;215,29
2015;"16074";17;173,696470588235;2952,84
2015;"16075";7;698,6;4890,2
2015;"16076";10;93,473;934,73
2015;"16077";15;376,773666666667;5651,605
2015;NA;349;3844,24068767908;1341640
2016;"01001";5;9962,768;49813,84
2016;"01002";26;12,0246538461538;312,641
2016;"01003";12;51,3291666666667;615,95
2016;"01004";7;4,84714285714286;33,93
2016;"01051";89;1202,47903370787;107020,634
2016;"01053";32;196,835;6298,72
2016;"01054";84;1432,45869047619;120326,53
2016;"01055";58;50,420224137931;2924,373
2016;"01056";57;34,0215964912281;1939,231
2016;"01057";10;231,337;2313,37
2016;"01058";74;799,593959459459;59169,953
2016;"01059";53;315,027924528302;16696,48
2016;"01060";46;199,044565217391;9156,05
2016;"01061";25;519,654;12991,35
2016;"01062";31;23,441935483871;726,7
2016;"02000";86;136,781802325581;11763,235
2016;"03101";12;173,32625;2079,915
2016;"03102";5;4,64;23,2
2016;"03103";15;6,0112;90,168
2016;"03151";55;49,2255454545455;2707,405
2016;"03153";31;114,415483870968;3546,88
2016;"03154";8;6,0025;48,02
2016;"03155";27;54,9757407407407;1484,345
2016;"03157";23;110,986086956522;2552,68
2016;"03158";19;257,255526315789;4887,855
2016;"03159";84;277,563214285714;23315,31
2016;"03241";144;10,3581736111111;1491,577
2016;"03251";94;1126,84403191489;105923,339
2016;"03252";26;565,160961538461;14694,185
2016;"03254";54;50,4328703703704;2723,375
2016;"03255";4;126,835;507,34
2016;"03256";27;655,402148148148;17695,858
2016;"03257";26;6,03423076923077;156,89
2016;"03351";36;34,3984722222222;1238,345
2016;"03352";41;98,588512195122;4042,129
2016;"03353";57;8,41710526315789;479,775
2016;"03354";23;99,9060869565217;2297,84
2016;"03355";25;67,1212;1678,03
2016;"03356";16;150,385625;2406,17
2016;"03357";34;206,136911764706;7008,655
2016;"03358";44;110,997045454545;4883,87
2016;"03359";49;12,9352040816327;633,825
2016;"03360";15;5,87;88,05
2016;"03361";40;10,988925;439,557
2016;"03401";9;155,755;1401,795
2016;"03402";4;44,5;178
2016;"03403";26;7,30153846153846;189,84
2016;"03404";47;13,1887234042553;619,87
2016;"03405";1;4,6;4,6
2016;"03451";31;15,8516129032258;491,4
2016;"03452";50;346,5481;17327,405
2016;"03453";40;107,559;4302,36
2016;"03454";71;624,093169014085;44310,615
2016;"03455";29;336,679655172414;9763,71
2016;"03456";39;71,8971538461538;2803,989
2016;"03457";30;900,774166666667;27023,225
2016;"03458";56;978,313660714286;54785,565
2016;"03459";92;834,888445652174;76809,737
2016;"03460";25;57,7012;1442,53
2016;"03461";41;358,67312195122;14705,598
2016;"03462";27;429,576666666667;11598,57
2016;"04011";51;21,0238039215686;1072,214
2016;"04012";11;5,44636363636364;59,91
2016;"05111";24;32,1904166666667;772,57
2016;"05112";21;77,7384285714286;1632,507
2016;"05113";77;9,85564935064935;758,885
2016;"05114";11;12,0054545454545;132,06
2016;"05116";10;400,574;4005,74
2016;"05117";32;21,91859375;701,395
2016;"05119";50;16,6194;830,97
2016;"05120";10;6,362;63,62
2016;"05122";25;6,32312;158,078
2016;"05124";51;110,675294117647;5644,44
2016;"05154";115;27,4420608695652;3155,837
2016;"05158";139;7,88347482014388;1095,803
2016;"05162";104;236,217923076923;24566,664
2016;"05166";53;16,1384905660377;855,34
2016;"05170";99;39,6571414141414;3926,057
2016;"05314";32;13,0531875;417,702
2016;"05315";48;21,7461666666667;1043,816
2016;"05316";7;7,20085714285714;50,406
2016;"05334";119;258,822369747899;30799,862
2016;"05358";83;494,089698795181;41009,445
2016;"05362";53;27,0618867924528;1434,28
2016;"05366";33;12,4756060606061;411,695
2016;"05370";56;55,2326785714286;3093,03
2016;"05374";33;21,0857575757576;695,83
2016;"05378";40;13,48575;539,43
2016;"05382";82;6,41896341463415;526,355
2016;"05512";30;269,779666666667;8093,39
2016;"05513";22;77,3;1700,6
2016;"05515";74;11,2487162162162;832,405
2016;"05554";247;63,7965668016194;15757,752
2016;"05558";87;23,5313793103448;2047,23
2016;"05562";142;193,106267605634;27421,09
2016;"05566";150;176,943686666667;26541,553
2016;"05570";83;14,3743493975904;1193,071
2016;"05711";35;13,7034285714286;479,62
2016;"05754";135;27,9275037037037;3770,213
2016;"05758";17;125,945882352941;2141,08
2016;"05762";36;1297,45333333333;46708,32
2016;"05766";60;157,20075;9432,045
2016;"05770";67;29,1515671641791;1953,155
2016;"05774";100;755,79732;75579,732
2016;"05911";46;41,4484782608696;1906,63
2016;"05913";62;39,9158387096774;2474,782
2016;"05914";3;21;63
2016;"05915";70;141,851585714286;9929,611
2016;"05916";5;5,38;26,9
2016;"05954";54;24,0172037037037;1296,929
2016;"05958";53;72,8608490566038;3861,625
2016;"05962";76;8,86297368421053;673,586
2016;"05966";36;8,21430555555556;295,715
2016;"05970";23;30,4273913043478;699,83
2016;"05974";90;60,9195555555556;5482,76
2016;"05978";75;106,426826666667;7982,012
2016;"06411";4;47,5;190
2016;"06412";61;18,7230327868852;1142,105
2016;"06413";4;10,58625;42,345
2016;"06414";24;23,4940833333333;563,858
2016;"06431";66;18,5540909090909;1224,57
2016;"06432";36;7,83791666666667;282,165
2016;"06433";29;11,2037931034483;324,91
2016;"06434";28;108,973214285714;3051,25
2016;"06435";197;27,7996091370558;5476,523
2016;"06436";33;7,70060606060606;254,12
2016;"06437";6;7,065;42,39
2016;"06438";67;55,8555970149254;3742,325
2016;"06439";17;12,74;216,58
2016;"06440";127;7,17312598425197;910,987
2016;"06531";92;125,373641304348;11534,375
2016;"06532";82;85,1307317073171;6980,72
2016;"06533";31;322,797258064516;10006,715
2016;"06534";82;259,245853658537;21258,16
2016;"06535";59;892,978610169492;52685,738
2016;"06611";31;197,915806451613;6135,39
2016;"06631";129;213,017930232558;27479,313
2016;"06632";49;477,430448979592;23394,092
2016;"06633";69;53,8144347826087;3713,196
2016;"06634";79;130,707594936709;10325,9
2016;"06635";46;54,76;2518,96
2016;"06636";47;646,255446808511;30374,006
2016;"07111";13;6,17138461538462;80,228
2016;"07131";19;19,7936842105263;376,08
2016;"07132";23;19,3823913043478;445,795
2016;"07133";27;430,020740740741;11610,56
2016;"07134";2;7,112;14,224
2016;"07135";13;1355,56892307692;17622,396
2016;"07137";46;8,92328260869565;410,471
2016;"07138";30;157,644833333333;4729,345
2016;"07140";35;447,802285714286;15673,08
2016;"07141";17;9,95529411764706;169,24
2016;"07143";56;10,2406607142857;573,477
2016;"07211";5;175,996;879,98
2016;"07231";28;375,301071428571;10508,43
2016;"07232";26;42,5469230769231;1106,22
2016;"07233";13;183,126923076923;2380,65
2016;"07235";26;116,919615384615;3039,91
2016;"07311";9;90,4366666666667;813,93
2016;"07312";15;547,216666666667;8208,25
2016;"07313";12;15,8516666666667;190,22
2016;"07314";24;33,15625;795,75
2016;"07315";22;88,2815909090909;1942,195
2016;"07316";25;8,81744;220,436
2016;"07317";4;6,37175;25,487
2016;"07318";18;11,9602222222222;215,284
2016;"07319";16;153,2628125;2452,205
2016;"07320";26;37,8260384615385;983,477
2016;"07331";53;32,1216037735849;1702,445
2016;"07332";74;8,39083783783784;620,922
2016;"07333";15;618,849933333333;9282,749
2016;"07334";42;48,9059047619048;2054,048
2016;"07335";28;24,2848214285714;679,975
2016;"07336";10;7,0332;70,332
2016;"07337";41;7,09392682926829;290,851
2016;"07338";48;242,654125;11647,398
2016;"07339";89;125,073404494382;11131,533
2016;"07340";30;116,1842;3485,526
2016;"08111";98;32,820306122449;3216,39
2016;"08115";84;22,3333095238095;1875,998
2016;"08116";94;10,7215319148936;1007,824
2016;"08117";104;117,65475;12236,094
2016;"08118";88;26,5254090909091;2334,236
2016;"08119";77;29,1293506493506;2242,96
2016;"08121";33;264,334121212121;8723,026
2016;"08125";73;77,7537123287671;5676,021
2016;"08126";61;296,82737704918;18106,47
2016;"08127";112;219,7790625;24615,255
2016;"08128";84;633,179440476191;53187,073
2016;"08135";79;132,218227848101;10445,24
2016;"08136";219;191,502671232877;41939,085
2016;"08211";22;38,485;846,67
2016;"08212";31;10,2811290322581;318,715
2016;"08215";186;39,0459838709677;7262,553
2016;"08216";67;9,91444776119403;664,268
2016;"08221";10;8,7012;87,012
2016;"08222";30;51,1971666666667;1535,915
2016;"08225";37;258,089864864865;9549,325
2016;"08226";110;61,3389545454545;6747,285
2016;"08231";8;13,09125;104,73
2016;"08235";68;12,9413088235294;880,009
2016;"08236";66;50,2281212121212;3315,056
2016;"08237";54;22,4215740740741;1210,765
2016;"08311";32;89,7753125;2872,81
2016;"08315";81;73,9992222222222;5993,937
2016;"08316";100;131,68068;13168,068
2016;"08317";169;260,239437869822;43980,465
2016;"08325";74;60,3834189189189;4468,373
2016;"08326";65;42,0340769230769;2732,215
2016;"08327";56;29,461125;1649,823
2016;"08335";70;64,8870142857143;4542,091
2016;"08336";43;352,107581395349;15140,626
2016;"08337";45;94,3266444444444;4244,699
2016;"08415";90;11,3869666666667;1024,827
2016;"08416";99;15,5339898989899;1537,865
2016;"08417";78;18,2607692307692;1424,34
2016;"08421";39;36,1492307692308;1409,82
2016;"08425";163;7,80460736196319;1272,151
2016;"08426";152;30,1615855263158;4584,561
2016;"08435";90;45,4701;4092,309
2016;"08436";156;112,562044871795;17559,679
2016;"08437";57;17,4791929824561;996,314
2016;"09161";43;8,49272093023256;365,187
2016;"09162";65;227,942846153846;14816,285
2016;"09163";17;6,55529411764706;111,44
2016;"09171";47;21,0896808510638;991,215
2016;"09172";34;121,235147058824;4121,995
2016;"09173";21;9,99619047619048;209,92
2016;"09174";50;11,42026;571,013
2016;"09175";39;22,5079487179487;877,81
2016;"09176";33;27,1912424242424;897,311
2016;"09177";79;100,492911392405;7938,94
2016;"09178";51;23,3214901960784;1189,396
2016;"09179";71;87,919661971831;6242,296
2016;"09180";21;7,96804761904762;167,329
2016;"09181";35;7,968;278,88
2016;"09182";34;22,6800882352941;771,123
2016;"09183";73;46,554602739726;3398,486
2016;"09184";74;23,6954324324324;1753,462
2016;"09185";28;259,689464285714;7271,305
2016;"09186";56;61,2210714285714;3428,38
2016;"09187";116;24,6899568965517;2864,035
2016;"09188";33;7,12212121212121;235,03
2016;"09189";97;20,1803608247423;1957,495
2016;"09190";41;271,748414634146;11141,685
2016;"09261";27;8,44718518518519;228,074
2016;"09262";7;47,8214285714286;334,75
2016;"09263";26;40,2098076923077;1045,455
2016;"09271";50;29,2061;1460,305
2016;"09272";29;15,1886206896552;440,47
2016;"09273";72;11,4561111111111;824,84
2016;"09274";104;17,6799038461538;1838,71
2016;"09275";63;21,5161904761905;1355,52
2016;"09276";21;9,25428571428571;194,34
2016;"09277";34;32,6914705882353;1111,51
2016;"09278";50;11,63446;581,723
2016;"09279";54;67,8359259259259;3663,14
2016;"09361";12;87,9058333333333;1054,87
2016;"09362";41;28,1563414634146;1154,41
2016;"09363";11;13,0545454545455;143,6
2016;"09371";43;88,355;3799,265
2016;"09372";52;31,1164615384615;1618,056
2016;"09373";49;667,669959183673;32715,828
2016;"09374";41;348,816219512195;14301,465
2016;"09375";72;6,34097222222222;456,55
2016;"09376";51;313,693254901961;15998,356
2016;"09377";28;57,3630357142857;1606,165
2016;"09461";19;56,4192105263158;1071,965
2016;"09462";12;190,19375;2282,325
2016;"09463";14;21,3664285714286;299,13
2016;"09464";11;24,0927272727273;265,02
2016;"09471";39;248,709102564103;9699,655
2016;"09472";44;319,636886363636;14064,023
2016;"09473";42;408,482857142857;17156,28
2016;"09474";48;8,2881875;397,833
2016;"09475";25;207,2076;5180,19
2016;"09476";9;25,4444444444444;229
2016;"09477";33;407,802424242424;13457,48
2016;"09478";13;67,5369230769231;877,98
2016;"09479";26;307,338076923077;7990,79
2016;"09561";28;45,6135714285714;1277,18
2016;"09562";52;9,19846153846154;478,32
2016;"09563";34;22,2099117647059;755,137
2016;"09564";19;10,6821052631579;202,96
2016;"09565";12;12,2866666666667;147,44
2016;"09571";57;241,293333333333;13753,72
2016;"09572";46;98,9046739130435;4549,615
2016;"09573";38;17,0023684210526;646,09
2016;"09574";38;71,0238684210526;2698,907
2016;"09575";59;203,553389830508;12009,65
2016;"09576";46;129,883260869565;5974,63
2016;"09577";44;15,6255454545455;687,524
2016;"09661";7;53,8242857142857;376,77
2016;"09662";14;71,5962142857143;1002,347
2016;"09663";14;176,581785714286;2472,145
2016;"09671";29;532,080172413793;15430,325
2016;"09672";28;360,118571428571;10083,32
2016;"09673";43;159,965488372093;6878,516
2016;"09674";25;107,9036;2697,59
2016;"09675";34;14,4829411764706;492,42
2016;"09676";29;41,0975172413793;1191,828
2016;"09677";34;248,404617647059;8445,757
2016;"09678";52;89,2778846153846;4642,45
2016;"09679";47;10,8786170212766;511,295
2016;"09761";17;55,5747058823529;944,77
2016;"09762";15;7,85733333333333;117,86
2016;"09763";15;117,546333333333;1763,195
2016;"09764";1;114;114
2016;"09771";34;431,656852941176;14676,333
2016;"09772";37;13,3952972972973;495,626
2016;"09773";95;17,9545157894737;1705,679
2016;"09774";43;37,3167441860465;1604,62
2016;"09775";75;8,82448;661,836
2016;"09776";28;11,4732142857143;321,25
2016;"09777";63;105,475873015873;6644,98
2016;"09778";50;45,8322;2291,61
2016;"09779";52;7,33053846153846;381,188
2016;"09780";73;35,0511232876712;2558,732
2016;"10041";34;15,3801470588235;522,925
2016;"10042";34;8,406;285,804
2016;"10043";39;5,65269230769231;220,455
2016;"10044";55;410,224;22562,32
2016;"10045";38;123,940868421053;4709,753
2016;"10046";38;598,235026315789;22732,931
2016;"11000";113;80,6834690265487;9117,232
2016;"12051";8;5,940625;47,525
2016;"12052";8;6,3525;50,82
2016;"12053";4;8,98;35,92
2016;"12054";15;667,646666666667;10014,7
2016;"12060";26;403,861346153846;10500,395
2016;"12061";65;1201,25098461538;78081,314
2016;"12062";38;575,651578947368;21874,76
2016;"12063";28;927,3775;25966,57
2016;"12064";41;203,554024390244;8345,715
2016;"12065";38;9,71118421052632;369,025
2016;"12066";28;770,893035714286;21585,005
2016;"12067";18;1241,79777777778;22352,36
2016;"12068";8;48,43625;387,49
2016;"12069";26;595,255961538462;15476,655
2016;"12070";13;521,412692307692;6778,365
2016;"12071";39;349,157179487179;13617,13
2016;"12072";73;977,294136986301;71342,472
2016;"12073";38;1068,61934210526;40607,535
2016;"13003";16;8,913125;142,61
2016;"13071";30;710,325866666667;21309,776
2016;"13072";40;973,886375;38955,455
2016;"13073";39;290,619743589744;11334,17
2016;"13074";19;338,798157894737;6437,165
2016;"13075";18;767,138333333333;13808,49
2016;"13076";44;1462,26409090909;64339,62
2016;"14511";21;17,267619047619;362,62
2016;"14521";50;9,47466;473,733
2016;"14522";48;120,477229166667;5782,907
2016;"14523";49;90,6814693877551;4443,392
2016;"14524";54;13,2792592592593;717,08
2016;"14612";23;32,9465217391304;757,77
2016;"14625";28;283,737928571429;7944,662
2016;"14626";25;91,2768;2281,92
2016;"14627";45;645,771666666667;29059,725
2016;"14628";31;87,1773548387097;2702,498
2016;"14713";45;74,7204444444444;3362,42
2016;"14729";39;112,442948717949;4385,275
2016;"14730";33;114,665;3783,945
2016;"15001";2;3,85;7,7
2016;"15002";13;92,8107692307692;1206,54
2016;"15003";43;64,4736046511628;2772,365
2016;"15081";15;1198,56033333333;17978,405
2016;"15082";36;418,749777777778;15074,992
2016;"15083";14;113,034285714286;1582,48
2016;"15084";50;449,1195;22455,975
2016;"15085";20;177,5543;3551,086
2016;"15086";43;26,5883720930233;1143,3
2016;"15087";25;390,5496;9763,74
2016;"15088";35;58,6481428571429;2052,685
2016;"15089";38;651,008421052632;24738,32
2016;"15090";15;919,921333333333;13798,82
2016;"15091";17;269,665294117647;4584,31
2016;"16051";28;43,1705357142857;1208,775
2016;"16052";9;479,751666666667;4317,765
2016;"16053";10;24,942;249,42
2016;"16054";4;3,2475;12,99
2016;"16055";2;4,1;8,2
2016;"16056";7;877,928571428571;6145,5
2016;"16061";10;34,1775;341,775
2016;"16062";17;7,17694117647059;122,008
2016;"16063";22;231,826818181818;5100,19
2016;"16064";13;6,90461538461538;89,76
2016;"16065";25;2011,091;50277,275
2016;"16066";21;41,5004761904762;871,51
2016;"16067";28;174,8125;4894,75
2016;"16068";12;257,244166666667;3086,93
2016;"16069";20;100,922;2018,44
2016;"16070";28;108,814285714286;3046,8
2016;"16071";21;148,168333333333;3111,535
2016;"16072";6;24,8766666666667;149,26
2016;"16073";7;211,64;1481,48
2016;"16074";15;450,329333333333;6754,94
2016;"16075";13;188,982307692308;2456,77
2016;"16076";14;15,3939285714286;215,515
2016;"16077";19;1178,44368421053;22390,43
2016;NA;103;5081,70873786408;523416
2017;"01001";8;4,14625;33,17
2017;"01002";35;20,581;720,335
2017;"01003";16;60,962;975,392
2017;"01004";11;121,392727272727;1335,32
2017;"01051";126;1177,56380952381;148373,04
2017;"01053";43;72,2758139534884;3107,86
2017;"01054";167;1180,27576047904;197106,052
2017;"01055";76;135,511776315789;10298,895
2017;"01056";56;90,4481607142857;5065,097
2017;"01057";37;21,1227837837838;781,543
2017;"01058";69;196,703913043478;13572,57
2017;"01059";108;886,96037962963;95791,721
2017;"01060";67;122,395970149254;8200,53
2017;"01061";40;661,701;26468,04
2017;"01062";52;46,7079807692308;2428,815
2017;"02000";141;327,03365248227;46111,745
2017;"03101";32;29,31865625;938,197
2017;"03102";8;10;80
2017;"03103";32;25,7515625;824,05
2017;"03151";95;16,9144210526316;1606,87
2017;"03153";38;52,6655263157895;2001,29
2017;"03154";34;50,6955882352941;1723,65
2017;"03155";41;109,565975609756;4492,205
2017;"03157";61;212,633770491803;12970,66
2017;"03158";40;45,91825;1836,73
2017;"03159";132;47,8779242424242;6319,886
2017;"03241";263;12,3305969581749;3242,947
2017;"03251";138;397,982702898551;54921,613
2017;"03252";38;449,4425;17078,815
2017;"03254";85;246,291117647059;20934,745
2017;"03255";7;874,9;6124,3
2017;"03256";39;894,902307692308;34901,19
2017;"03257";52;37,0550961538462;1926,865
2017;"03351";71;305,481971830986;21689,22
2017;"03352";79;874,761;69106,119
2017;"03353";85;316,485564705882;26901,273
2017;"03354";20;57,308;1146,16
2017;"03355";49;470,204591836735;23040,025
2017;"03356";36;185,780972222222;6688,115
2017;"03357";64;486,946484375;31164,575
2017;"03358";48;393,7934375;18902,085
2017;"03359";110;1054,73040909091;116020,345
2017;"03360";26;96,1603846153846;2500,17
2017;"03361";58;91,8172413793103;5325,4
2017;"03401";10;5,597;55,97
2017;"03402";10;19,436;194,36
2017;"03403";26;10,2801923076923;267,285
2017;"03404";38;14,3976315789474;547,11
2017;"03451";46;93,948152173913;4321,615
2017;"03452";107;704,310299065421;75361,202
2017;"03453";106;400,812877358491;42486,165
2017;"03454";137;811,175934306569;111131,103
2017;"03455";31;337,279516129032;10455,665
2017;"03456";44;352,355227272727;15503,63
2017;"03457";45;265,084711111111;11928,812
2017;"03458";59;44,5516949152542;2628,55
2017;"03459";118;145,006313559322;17110,745
2017;"03460";55;471,208272727273;25916,455
2017;"03461";66;1459,17878787879;96305,8
2017;"03462";34;5,42852941176471;184,57
2017;"04011";35;10,6497142857143;372,74
2017;"04012";18;200,46;3608,28
2017;"05111";30;31,8944333333333;956,833
2017;"05112";35;90,2213142857143;3157,746
2017;"05113";90;22,9983888888889;2069,855
2017;"05114";14;19,4035714285714;271,65
2017;"05116";12;32,5795833333333;390,955
2017;"05117";36;17,2194444444444;619,9
2017;"05119";44;12,2060227272727;537,065
2017;"05120";18;230,243333333333;4144,38
2017;"05122";48;14,2949166666667;686,156
2017;"05124";54;231,956574074074;12525,655
2017;"05154";176;400,501085227273;70488,191
