"start_year";"EinheitenTyp";"ags_federal_state";"n";"mean";"sum"
2006;"Windeinheit";"06";5;1560;7800
2006;"Windeinheit";"07";11;1754,54545454545;19300
2006;"Windeinheit";"08";4;2000;8000
2006;"Windeinheit";"09";6;1583,33333333333;9500
2006;"Windeinheit";"12";51;1892,1568627451;96500
2006;"Windeinheit";"13";27;2044,44444444444;55200
2006;"Windeinheit";"14";14;1514,28571428571;21200
2006;"Windeinheit";"15";77;1877,92207792208;144600
2006;"Windeinheit";"16";11;1127,27272727273;12400
2007;"Biomasse";"01";37;515,486486486486;19073
2007;"Biomasse";"03";109;484,449541284404;52805
2007;"Biomasse";"05";50;399,41;19970,5
2007;"Biomasse";"06";11;409,272727272727;4502
2007;"Biomasse";"07";12;366,416666666667;4397
2007;"Biomasse";"08";54;349,981481481481;18899
2007;"Biomasse";"09";123;371,723577235772;45722
2007;"Biomasse";"12";37;567,351351351351;20992
2007;"Biomasse";"13";72;632,763888888889;45559
2007;"Biomasse";"14";38;390,947368421053;14856
2007;"Biomasse";"15";25;585,2;14630
2007;"Biomasse";"16";19;503,776315789474;9571,75
2007;"Gaserzeugungseinheit";"08";1;NA;NA
2007;"Gaserzeugungseinheit";"09";1;NA;NA
2007;"Gaserzeugungseinheit";"12";1;NA;NA
2007;"Gasspeichereinheit";"03";1;NA;NA
2007;"Gasspeichereinheit";"12";1;NA;NA
2007;"Gasverbrauchseinheit";"05";4;NA;NA
2007;"Geothermie";"05";2;1358;2716
2007;"Geothermie";"06";1;21,6;21,6
2007;"Solareinheit";"01";541;19,1407985212569;10355,172
2007;"Solareinheit";"02";22;4,80590909090909;105,73
2007;"Solareinheit";"03";1200;23,7163975;28459,677
2007;"Solareinheit";"04";23;6,03521739130435;138,81
2007;"Solareinheit";"05";2697;21,5807163515017;58203,192
2007;"Solareinheit";"06";1667;21,0375362927414;35069,573
2007;"Solareinheit";"07";1043;29,610644295302;30883,902
2007;"Solareinheit";"08";4493;35,0441517916759;157453,374
2007;"Solareinheit";"09";3682;27,2625266159696;100380,623
2007;"Solareinheit";"10";306;29,7277418300654;9096,689
2007;"Solareinheit";"11";30;14,399;431,97
2007;"Solareinheit";"12";290;21,1961103448276;6146,872
2007;"Solareinheit";"13";105;9,6016380952381;1008,172
2007;"Solareinheit";"14";267;20,9438539325843;5592,009
2007;"Solareinheit";"15";158;14,7220443037975;2326,083
2007;"Solareinheit";"16";184;20,1902663043478;3715,009
2007;"Stromspeichereinheit";"03";2;8,625;17,25
2007;"Stromspeichereinheit";"05";2;2,905;5,81
2007;"Stromspeichereinheit";"06";1;3,3;3,3
2007;"Stromspeichereinheit";"10";1;21;21
2007;"Stromverbrauchseinheit";"05";1;NA;NA
2007;"Stromverbrauchseinheit";"07";2;NA;NA
2007;"Verbrennung";"01";21;36,847619047619;773,8
2007;"Verbrennung";"03";43;44,8213953488372;1927,32
2007;"Verbrennung";"05";56;22241,2357321429;1245509,201
2007;"Verbrennung";"06";23;61,4695652173913;1413,8
2007;"Verbrennung";"07";17;140,911764705882;2395,5
2007;"Verbrennung";"08";65;81,1886153846154;5277,26
2007;"Verbrennung";"09";55;99,7812363636364;5487,968
2007;"Verbrennung";"11";3;1365;4095
2007;"Verbrennung";"12";2;27,65;55,3
2007;"Verbrennung";"13";2;271,25;542,5
2007;"Verbrennung";"14";6;5,20833333333333;31,25
2007;"Verbrennung";"15";10;622,35;6223,5
2007;"Verbrennung";"16";4;3029,075;12116,3
2007;"Wasser";"05";1;110;110
2007;"Wasser";"06";2;41,5;83
2007;"Wasser";"07";1;70;70
2007;"Wasser";"08";10;95,2;952
2007;"Wasser";"09";9;639,988888888889;5759,9
2007;"Wasser";"10";1;6,5;6,5
2007;"Wasser";"14";4;59,75;239
2007;"Wasser";"15";3;483,333333333333;1450
2007;"Wasser";"16";3;176,666666666667;530
2007;"Windeinheit";"01";19;2071,05263157895;39350
2007;"Windeinheit";"03";41;1978,0487804878;81100
2007;"Windeinheit";"04";1;3000;3000
2007;"Windeinheit";"05";21;1866,66666666667;39200
2007;"Windeinheit";"07";13;2000;26000
2007;"Windeinheit";"08";1;1500;1500
2007;"Windeinheit";"09";5;1560;7800
2007;"Windeinheit";"10";8;2000;16000
2007;"Windeinheit";"12";24;1547,91666666667;37150
2007;"Windeinheit";"13";2;2050;4100
2007;"Windeinheit";"14";7;2000;14000
2007;"Windeinheit";"15";17;1829,41176470588;31100
2007;"Windeinheit";"16";1;2000;2000
2008;"Biomasse";"01";26;504,576923076923;13119
2008;"Biomasse";"03";65;405,269230769231;26342,5
2008;"Biomasse";"05";40;442,25;17690
2008;"Biomasse";"06";12;438;5256
2008;"Biomasse";"07";8;668,75;5350
2008;"Biomasse";"08";44;465,772727272727;20494
2008;"Biomasse";"09";85;331,105882352941;28144
2008;"Biomasse";"12";19;610,684210526316;11603
2008;"Biomasse";"13";15;548,466666666667;8227
2008;"Biomasse";"14";2;448;896
2008;"Biomasse";"15";10;568,2;5682
2008;"Biomasse";"16";12;1553;18636
2008;"Gaserzeugungseinheit";"07";1;NA;NA
2008;"Gaserzeugungseinheit";"08";1;NA;NA
2008;"Gaserzeugungseinheit";"09";1;NA;NA
2008;"Gasspeichereinheit";"05";1;NA;NA
2008;"Gasverbrauchseinheit";"05";2;NA;NA
2008;"Gasverbrauchseinheit";"09";2;NA;NA
2008;"Geothermie";"08";3;19,475;58,425
2008;"Geothermie";"14";1;80;80
2008;"Geothermie";"16";2;122;244
2008;"Solareinheit";"01";769;24,5272340702211;18861,443
2008;"Solareinheit";"02";11;11,1190909090909;122,31
2008;"Solareinheit";"03";1570;23,688549044586;37191,022
2008;"Solareinheit";"04";29;11,0439655172414;320,275
2008;"Solareinheit";"05";3878;25,7384115523466;99813,56
2008;"Solareinheit";"06";2237;37,1409155118462;83084,228
2008;"Solareinheit";"07";1442;49,9449632454924;72020,637
2008;"Solareinheit";"08";6405;58,0698797814208;371937,58
2008;"Solareinheit";"09";5807;38,9484198381264;226173,474
2008;"Solareinheit";"10";769;25,065566970091;19275,421
2008;"Solareinheit";"11";32;15,3771875;492,07
2008;"Solareinheit";"12";339;12,6184837758112;4277,666
2008;"Solareinheit";"13";151;25,3453046357616;3827,141
2008;"Solareinheit";"14";476;39,269218487395;18692,148
2008;"Solareinheit";"15";256;23,13787109375;5923,295
2008;"Solareinheit";"16";339;45,1258053097345;15297,648
2008;"Stromspeichereinheit";"01";1;4,2;4,2
2008;"Stromspeichereinheit";"03";2;412,565;825,13
2008;"Stromspeichereinheit";"05";2;5,41;10,82
2008;"Stromspeichereinheit";"07";1;2,4;2,4
2008;"Stromspeichereinheit";"08";1;3,85;3,85
2008;"Stromspeichereinheit";"09";4;44,3725;177,49
2008;"Stromspeichereinheit";"10";1;9,9;9,9
2008;"Stromverbrauchseinheit";"09";1;NA;NA
2008;"Verbrennung";"01";11;13,6545454545455;150,2
2008;"Verbrennung";"02";1;13;13
2008;"Verbrennung";"03";28;269,932142857143;7558,1
2008;"Verbrennung";"04";2;11,65;23,3
2008;"Verbrennung";"05";58;1185,87931034483;68781
2008;"Verbrennung";"06";42;213,716666666667;8976,1
2008;"Verbrennung";"07";8;168,9375;1351,5
2008;"Verbrennung";"08";48;63,71875;3058,5
2008;"Verbrennung";"09";52;123,6425;6429,41
2008;"Verbrennung";"10";1;225;225
2008;"Verbrennung";"11";5;466,94;2334,7
2008;"Verbrennung";"13";2;5,5;11
2008;"Verbrennung";"14";7;88,9714285714286;622,8
2008;"Verbrennung";"15";4;194,75;779
2008;"Verbrennung";"16";6;111,985;671,91
2008;"Wasser";"05";3;189;567
2008;"Wasser";"06";2;91,5;183
2008;"Wasser";"08";1;15,6;15,6
2008;"Wasser";"09";7;143,642857142857;1005,5
2008;"Wasser";"14";4;65,8;263,2
2008;"Wasser";"16";1;5;5
2008;"Windeinheit";"01";2;3000;6000
2008;"Windeinheit";"03";27;2109,25925925926;56950
2008;"Windeinheit";"04";2;5000;10000
2008;"Windeinheit";"05";10;1900;19000
2008;"Windeinheit";"06";4;850;3400
2008;"Windeinheit";"12";9;1266,66666666667;11400
2008;"Windeinheit";"13";5;1940;9700
2008;"Windeinheit";"14";5;1980;9900
2008;"Windeinheit";"15";12;2000;24000
2009;"Biomasse";"01";49;352,102040816327;17253
2009;"Biomasse";"03";117;370,769230769231;43380
2009;"Biomasse";"05";43;357,706976744186;15381,4
2009;"Biomasse";"06";8;273,25;2186
2009;"Biomasse";"07";5;200;1000
2009;"Biomasse";"08";50;399,308;19965,4
2009;"Biomasse";"09";135;273,845925925926;36969,2
2009;"Biomasse";"10";2;1000;2000
2009;"Biomasse";"12";9;1549,11111111111;13942
2009;"Biomasse";"13";10;805,3;8053
2009;"Biomasse";"14";10;359,6;3596
2009;"Biomasse";"15";17;670,647058823529;11401
2009;"Biomasse";"16";16;427,3125;6837
2009;"Gaserzeugungseinheit";"03";3;NA;NA
2009;"Gaserzeugungseinheit";"05";1;NA;NA
2009;"Gaserzeugungseinheit";"09";1;NA;NA
2009;"Gaserzeugungseinheit";"15";2;NA;NA
2009;"Gasverbrauchseinheit";"05";3;NA;NA
2009;"Geothermie";"05";3;498,933333333333;1496,8
2009;"Geothermie";"07";1;48,5;48,5
2009;"Geothermie";"09";1;96,6;96,6
2009;"Solareinheit";"01";1478;54,5227963464141;80584,693
2009;"Solareinheit";"02";31;25,7095161290323;796,995
2009;"Solareinheit";"03";3448;36,1901444315545;124783,618
2009;"Solareinheit";"04";50;13,4223;671,115
2009;"Solareinheit";"05";6629;31,9343769799366;211692,985
2009;"Solareinheit";"06";3133;40,1483692946058;125784,841
2009;"Solareinheit";"07";2067;51,9806240928882;107443,95
2009;"Solareinheit";"08";8989;61,0060077872956;548383,004
2009;"Solareinheit";"09";11508;35,7286943865137;411165,815
2009;"Solareinheit";"10";843;29,6882111506524;25027,162
2009;"Solareinheit";"11";69;30,911884057971;2132,92
2009;"Solareinheit";"12";624;167,181463141026;104321,233
2009;"Solareinheit";"13";227;70,218295154185;15939,553
2009;"Solareinheit";"14";660;57,430346969697;37904,029
2009;"Solareinheit";"15";428;47,5990140186916;20372,378
2009;"Solareinheit";"16";493;51,5972373225152;25437,438
2009;"Stromspeichereinheit";"01";1;3,8;3,8
2009;"Stromspeichereinheit";"03";2;6;12
2009;"Stromspeichereinheit";"05";1;22,44;22,44
2009;"Stromspeichereinheit";"06";1;7;7
2009;"Stromspeichereinheit";"08";7;6,44285714285714;45,1
2009;"Stromspeichereinheit";"09";1;3;3
2009;"Stromspeichereinheit";"16";1;8,2;8,2
2009;"Stromverbrauchseinheit";"05";1;NA;NA
2009;"Verbrennung";"01";43;150,737395348837;6481,708
2009;"Verbrennung";"02";3;70;210
2009;"Verbrennung";"03";131;98,3923664122137;12889,4
2009;"Verbrennung";"04";2;12,25;24,5
2009;"Verbrennung";"05";166;429,432096385542;71285,728
2009;"Verbrennung";"06";72;27,4602777777778;1977,14
2009;"Verbrennung";"07";35;57,7548571428571;2021,42
2009;"Verbrennung";"08";154;119,23974025974;18362,92
2009;"Verbrennung";"09";143;158,688251748252;22692,42
2009;"Verbrennung";"10";6;42,75;256,5
2009;"Verbrennung";"11";16;65,24375;1043,9
2009;"Verbrennung";"12";11;40,7727272727273;448,5
2009;"Verbrennung";"13";7;775,625714285714;5429,38
2009;"Verbrennung";"14";31;88,011935483871;2728,37
2009;"Verbrennung";"15";37;115,997297297297;4291,9
2009;"Verbrennung";"16";25;90,832;2270,8
2009;"Wasser";"03";2;130;260
2009;"Wasser";"05";2;116,25;232,5
2009;"Wasser";"06";4;1023,75;4095
2009;"Wasser";"07";3;17,1666666666667;51,5
2009;"Wasser";"08";14;80,5714285714286;1128
2009;"Wasser";"09";17;354,505882352941;6026,6
2009;"Wasser";"12";1;215;215
2009;"Wasser";"14";7;143,857142857143;1007
2009;"Wasser";"16";4;46,25;185
2009;"Windeinheit";"01";34;2052,05882352941;69770
2009;"Windeinheit";"03";62;1954,91290322581;121204,6
2009;"Windeinheit";"04";1;5000;5000
2009;"Windeinheit";"05";40;1480,025;59201
2009;"Windeinheit";"06";12;1733,33333333333;20800
2009;"Windeinheit";"07";6;2000;12000
2009;"Windeinheit";"08";5;2000;10000
2009;"Windeinheit";"09";7;2000;14000
2009;"Windeinheit";"10";9;1777,77777777778;16000
2009;"Windeinheit";"12";114;1881,14035087719;214450
2009;"Windeinheit";"13";23;1796,5652173913;41321
2009;"Windeinheit";"14";11;1809,09090909091;19900
2009;"Windeinheit";"15";32;2000;64000
2009;"Windeinheit";"16";4;2000;8000
2010;"Biomasse";"01";79;394,126582278481;31136
2010;"Biomasse";"03";199;350,082914572864;69666,5
2010;"Biomasse";"05";72;347,938888888889;25051,6
2010;"Biomasse";"06";29;310,651724137931;9008,9
2010;"Biomasse";"07";11;334,545454545455;3680
2010;"Biomasse";"08";59;326,51779661017;19264,55
2010;"Biomasse";"09";233;268,485622317597;62557,15
2010;"Biomasse";"10";1;20;20
2010;"Biomasse";"12";20;477,55;9551
2010;"Biomasse";"13";16;478,3125;7653
2010;"Biomasse";"14";9;448;4032
2010;"Biomasse";"15";17;547,588235294118;9309
2010;"Biomasse";"16";11;269,363636363636;2963
2010;"Gaserzeugungseinheit";"03";3;NA;NA
2010;"Gaserzeugungseinheit";"08";1;NA;NA
2010;"Gaserzeugungseinheit";"09";1;NA;NA
2010;"Gasverbrauchseinheit";"05";3;NA;NA
2010;"Geothermie";"07";3;63,3333333333333;190
2010;"Solareinheit";"01";2193;71,7293461012312;157302,456
2010;"Solareinheit";"02";33;22,3924242424242;738,95
2010;"Solareinheit";"03";5695;111,02278999122;632274,789
2010;"Solareinheit";"04";114;22,4182894736842;2555,685
2010;"Solareinheit";"05";9947;30,078184477732;299187,701
2010;"Solareinheit";"06";4148;40,8868758437801;169598,761
2010;"Solareinheit";"07";2746;52,9762017479971;145472,65
2010;"Solareinheit";"08";10902;46,6279345074298;508337,742
2010;"Solareinheit";"09";13024;40,3809365018428;525921,317
2010;"Solareinheit";"10";1008;19,5609067460317;19717,394
2010;"Solareinheit";"11";104;118,791682692308;12354,335
2010;"Solareinheit";"12";816;92,1481911764706;75192,924
2010;"Solareinheit";"13";389;83,7703419023136;32586,663
2010;"Solareinheit";"14";904;71,7766493362832;64886,091
2010;"Solareinheit";"15";661;84,6937745839637;55982,585
2010;"Solareinheit";"16";679;73,7347776141384;50065,914
2010;"Stromspeichereinheit";"03";6;6,45916666666667;38,755
2010;"Stromspeichereinheit";"05";3;4,83333333333333;14,5
2010;"Stromspeichereinheit";"06";1;96;96
2010;"Stromspeichereinheit";"08";5;16,314;81,57
2010;"Stromspeichereinheit";"09";2;17,44;34,88
2010;"Stromverbrauchseinheit";"03";7;NA;NA
2010;"Verbrennung";"01";24;132,8;3187,2
2010;"Verbrennung";"02";8;55,9875;447,9
2010;"Verbrennung";"03";94;2122,92765957447;199555,2
2010;"Verbrennung";"04";3;193,6;580,8
2010;"Verbrennung";"05";166;214,370120481928;35585,44
2010;"Verbrennung";"06";72;153,231666666667;11032,68
2010;"Verbrennung";"07";41;149,483170731707;6128,81
2010;"Verbrennung";"08";110;77,8010181818182;8558,112
2010;"Verbrennung";"09";116;87,3371379310345;10131,108
2010;"Verbrennung";"10";2;11,85;23,7
2010;"Verbrennung";"11";19;590,078947368421;11211,5
2010;"Verbrennung";"12";10;123,21;1232,1
2010;"Verbrennung";"13";4;26,375;105,5
2010;"Verbrennung";"14";50;47,7568;2387,84
2010;"Verbrennung";"15";25;91,072;2276,8
2010;"Verbrennung";"16";19;305,715789473684;5808,6
2010;"Wasser";"01";1;9;9
2010;"Wasser";"03";2;29,5;59
2010;"Wasser";"05";1;6;6
2010;"Wasser";"06";3;94,3333333333333;283
2010;"Wasser";"07";1;100;100
2010;"Wasser";"08";13;1934,38461538462;25147
2010;"Wasser";"09";17;223,964705882353;3807,4
2010;"Wasser";"12";1;85;85
2010;"Wasser";"14";2;26,25;52,5
2010;"Wasser";"15";1;8;8
2010;"Windeinheit";"01";77;2003,22077922078;154248
2010;"Windeinheit";"02";2;2500;5000
2010;"Windeinheit";"03";55;1933,76181818182;106356,9
2010;"Windeinheit";"04";4;2842,5;11370
2010;"Windeinheit";"05";17;2061,76470588235;35050
2010;"Windeinheit";"06";5;2000;10000
2010;"Windeinheit";"07";21;1883,33333333333;39550
2010;"Windeinheit";"08";3;1716,66666666667;5150
2010;"Windeinheit";"09";10;2137,5;21375
2010;"Windeinheit";"10";2;800;1600
2010;"Windeinheit";"12";36;1835;66060
2010;"Windeinheit";"13";19;2034,21052631579;38650
2010;"Windeinheit";"14";11;2004,54545454545;22050
2010;"Windeinheit";"15";12;2041,66666666667;24500
2010;"Windeinheit";"16";6;2000;12000
2011;"Biomasse";"01";100;374,645;37464,5
2011;"Biomasse";"02";2;117,75;235,5
2011;"Biomasse";"03";404;334,969059405941;135327,5
2011;"Biomasse";"04";3;879,666666666667;2639
2011;"Biomasse";"05";139;315,428776978417;43844,6
2011;"Biomasse";"06";39;240,666666666667;9386
2011;"Biomasse";"07";23;319,130434782609;7340
2011;"Biomasse";"08";106;312,839622641509;33161
2011;"Biomasse";"09";314;255,450636942675;80211,5
2011;"Biomasse";"10";3;185;555
2011;"Biomasse";"12";40;385,5;15420
2011;"Biomasse";"13";55;539,854545454545;29692
2011;"Biomasse";"14";36;399,270833333333;14373,75
2011;"Biomasse";"15";42;493,714285714286;20736
2011;"Biomasse";"16";24;314,625;7551
2011;"Gaserzeugungseinheit";"01";1;NA;NA
2011;"Gaserzeugungseinheit";"03";1;NA;NA
2011;"Gaserzeugungseinheit";"05";3;NA;NA
2011;"Gaserzeugungseinheit";"08";1;NA;NA
2011;"Gaserzeugungseinheit";"10";1;NA;NA
2011;"Gaserzeugungseinheit";"12";1;NA;NA
2011;"Gaserzeugungseinheit";"14";1;NA;NA
2011;"Gaserzeugungseinheit";"16";1;NA;NA
2011;"Gasspeichereinheit";"03";1;NA;NA
2011;"Gasverbrauchseinheit";"01";1;NA;NA
2011;"Gasverbrauchseinheit";"06";1;NA;NA
2011;"Gasverbrauchseinheit";"08";1;NA;NA
2011;"Gasverbrauchseinheit";"09";1;NA;NA
2011;"Gasverbrauchseinheit";"14";1;NA;NA
2011;"Geothermie";"05";1;2480;2480
2011;"Geothermie";"08";1;9;9
2011;"Solareinheit";"01";2298;75,096136640557;172570,922
2011;"Solareinheit";"02";59;72,124593220339;4255,351
2011;"Solareinheit";"03";5331;54,3923232039017;289965,475
2011;"Solareinheit";"04";117;33,4498290598291;3913,63
2011;"Solareinheit";"05";10129;45,0915695527693;456732,508
2011;"Solareinheit";"06";4335;20,4409485582468;88611,512
2011;"Solareinheit";"07";3232;40,7815222772277;131805,88
2011;"Solareinheit";"08";9622;57,8908583454583;557025,839
2011;"Solareinheit";"09";13515;48,7940516463189;659451,608
2011;"Solareinheit";"10";1058;39,1834139886578;41456,052
2011;"Solareinheit";"11";97;52,643824742268;5106,451
2011;"Solareinheit";"12";848;335,86983254717;284817,618
2011;"Solareinheit";"13";549;170,620499089253;93670,654
2011;"Solareinheit";"14";946;118,019762156448;111646,695
2011;"Solareinheit";"15";736;170,958868206522;125825,727
2011;"Solareinheit";"16";841;108,961340071344;91636,487
2011;"Stromspeichereinheit";"01";1;3;3
2011;"Stromspeichereinheit";"02";1;3,5;3,5
2011;"Stromspeichereinheit";"03";6;10,38;62,28
2011;"Stromspeichereinheit";"05";7;13,7175714285714;96,023
2011;"Stromspeichereinheit";"06";2;3,4;6,8
2011;"Stromspeichereinheit";"07";1;3;3
2011;"Stromspeichereinheit";"08";5;7,49;37,45
2011;"Stromspeichereinheit";"09";20;342,9833;6859,666
2011;"Stromspeichereinheit";"10";1;2,5;2,5
2011;"Stromspeichereinheit";"11";1;2,25;2,25
2011;"Stromspeichereinheit";"12";1;2,5;2,5
2011;"Stromspeichereinheit";"14";1;2,2;2,2
2011;"Stromspeichereinheit";"15";1;2,5;2,5
2011;"Stromspeichereinheit";"16";1;64;64
2011;"Stromverbrauchseinheit";"03";1;NA;NA
2011;"Stromverbrauchseinheit";"12";1;NA;NA
2011;"Stromverbrauchseinheit";"13";1;NA;NA
2011;"Stromverbrauchseinheit";"14";1;NA;NA
2011;"Verbrennung";"01";38;70,5789473684211;2682
2011;"Verbrennung";"02";19;104,084210526316;1977,6
2011;"Verbrennung";"03";112;106,166517857143;11890,65
2011;"Verbrennung";"04";4;18,6625;74,65
2011;"Verbrennung";"05";221;163,076583710407;36039,925
2011;"Verbrennung";"06";87;1281,01528735632;111448,33
2011;"Verbrennung";"07";55;62,9163636363636;3460,4
2011;"Verbrennung";"08";164;152,651036585366;25034,77
2011;"Verbrennung";"09";132;339,700833333333;44840,51
2011;"Verbrennung";"10";8;496,9;3975,2
2011;"Verbrennung";"11";16;54,0625;865
2011;"Verbrennung";"12";17;236,616470588235;4022,48
2011;"Verbrennung";"13";14;228,007142857143;3192,1
2011;"Verbrennung";"14";49;73,4173469387755;3597,45
2011;"Verbrennung";"15";30;387,126666666667;11613,8
2011;"Verbrennung";"16";27;174,158518518519;4702,28
2011;"Wasser";"03";1;140;140
2011;"Wasser";"04";2;4865;9730
2011;"Wasser";"05";1;30;30
2011;"Wasser";"06";3;118;354
2011;"Wasser";"07";2;12,75;25,5
2011;"Wasser";"08";8;116,5;932
2011;"Wasser";"09";17;296,389705882353;5038,625
2011;"Wasser";"10";1;220;220
2011;"Wasser";"14";1;45;45
2011;"Wasser";"15";2;220;440
2011;"Wasser";"16";3;266,666666666667;800
2011;"Windeinheit";"01";70;2093,1;146517
2011;"Windeinheit";"02";1;3370;3370
2011;"Windeinheit";"03";70;2420,35714285714;169425
2011;"Windeinheit";"05";23;1778,28260869565;40900,5
2011;"Windeinheit";"06";15;2170;32550
2011;"Windeinheit";"07";57;2282,80701754386;130120
2011;"Windeinheit";"08";5;1640;8200
2011;"Windeinheit";"09";25;1879,4188;46985,47
2011;"Windeinheit";"10";2;2000;4000
2011;"Windeinheit";"12";30;1593,33333333333;47800
2011;"Windeinheit";"13";13;2563,84615384615;33330
2011;"Windeinheit";"14";10;1495;14950
2011;"Windeinheit";"15";26;2269,23076923077;59000
2011;"Windeinheit";"16";8;2081,25;16650
2012;"Biomasse";"01";18;345,222222222222;6214
2012;"Biomasse";"02";1;70;70
2012;"Biomasse";"03";59;415,008474576271;24485,5
2012;"Biomasse";"04";2;264,5;529
2012;"Biomasse";"05";28;599,821428571429;16795
2012;"Biomasse";"06";9;349,555555555556;3146
2012;"Biomasse";"07";9;304,111111111111;2737
2012;"Biomasse";"08";46;415,078260869565;19093,6
2012;"Biomasse";"09";91;271,912087912088;24744
2012;"Biomasse";"11";1;250;250
2012;"Biomasse";"12";9;537;4833
2012;"Biomasse";"13";10;322,5;3225
2012;"Biomasse";"14";15;851,833333333333;12777,5
2012;"Biomasse";"15";13;544,061538461538;7072,8
2012;"Biomasse";"16";9;1042,77777777778;9385
2012;"Gaserzeugungseinheit";"03";3;NA;NA
2012;"Gaserzeugungseinheit";"05";1;NA;NA
2012;"Gaserzeugungseinheit";"06";3;NA;NA
2012;"Gaserzeugungseinheit";"08";2;NA;NA
2012;"Gaserzeugungseinheit";"09";2;NA;NA
2012;"Gaserzeugungseinheit";"12";1;NA;NA
2012;"Gaserzeugungseinheit";"14";1;NA;NA
2012;"Gaserzeugungseinheit";"15";1;NA;NA
2012;"Gasspeichereinheit";"03";3;NA;NA
2012;"Gasspeichereinheit";"05";2;NA;NA
2012;"Gasverbrauchseinheit";"02";2;NA;NA
2012;"Gasverbrauchseinheit";"03";1;NA;NA
2012;"Gasverbrauchseinheit";"05";1;NA;NA
2012;"Gasverbrauchseinheit";"06";1;NA;NA
2012;"Gasverbrauchseinheit";"09";1;NA;NA
2012;"Gasverbrauchseinheit";"13";1;NA;NA
2012;"Geothermie";"05";2;2575;5150
2012;"Geothermie";"06";1;65;65
2012;"Geothermie";"09";3;150;450
2012;"Solareinheit";"01";1515;119,122946534653;180471,264
2012;"Solareinheit";"02";34;13,5940588235294;462,198
2012;"Solareinheit";"03";3484;66,2302732491389;230746,272
2012;"Solareinheit";"04";91;20,3143406593407;1848,605
2012;"Solareinheit";"05";7081;33,6196643129501;238060,843
2012;"Solareinheit";"06";2957;61,7177281028069;182499,322
2012;"Solareinheit";"07";2247;42,3722189586115;95210,376
2012;"Solareinheit";"08";6421;46,5137034729793;298664,49
2012;"Solareinheit";"09";8356;40,7857813547152;340805,989
2012;"Solareinheit";"10";660;41,4613303030303;27364,478
2012;"Solareinheit";"11";79;36,227835443038;2861,999
2012;"Solareinheit";"12";616;595,363116883117;366743,68
2012;"Solareinheit";"13";442;236,39543438914;104486,782
2012;"Solareinheit";"14";744;230,853866935484;171755,277
2012;"Solareinheit";"15";641;244,759577223089;156890,889
2012;"Solareinheit";"16";616;212,044662337662;130619,512
2012;"Stromspeichereinheit";"01";8;4,621875;36,975
2012;"Stromspeichereinheit";"02";1;4,7;4,7
2012;"Stromspeichereinheit";"03";24;3,96375;95,13
2012;"Stromspeichereinheit";"04";2;3,1;6,2
2012;"Stromspeichereinheit";"05";28;3,98692857142857;111,634
2012;"Stromspeichereinheit";"06";10;3,86;38,6
2012;"Stromspeichereinheit";"07";14;5,73714285714286;80,32
2012;"Stromspeichereinheit";"08";30;5,92666666666667;177,8
2012;"Stromspeichereinheit";"09";52;4,04526923076923;210,354
2012;"Stromspeichereinheit";"10";1;5;5
2012;"Stromspeichereinheit";"11";1;0,8;0,8
2012;"Stromspeichereinheit";"12";5;4,68;23,4
2012;"Stromspeichereinheit";"13";2;10,38;20,76
2012;"Stromspeichereinheit";"14";4;2,55;10,2
2012;"Stromspeichereinheit";"15";4;3,843;15,372
2012;"Stromspeichereinheit";"16";1;3;3
2012;"Stromverbrauchseinheit";"08";1;NA;NA
2012;"Stromverbrauchseinheit";"12";1;NA;NA
2012;"Verbrennung";"01";56;46,4340892857143;2600,309
2012;"Verbrennung";"02";25;107,3968;2684,92
2012;"Verbrennung";"03";141;58,1478085106383;8198,841
2012;"Verbrennung";"04";9;93,8622222222222;844,76
2012;"Verbrennung";"05";220;89,4224818181818;19672,946
2012;"Verbrennung";"06";101;1018,59762376238;102878,36
2012;"Verbrennung";"07";67;57,353776119403;3842,703
2012;"Verbrennung";"08";192;117,222838541667;22506,785
2012;"Verbrennung";"09";179;111,330173184358;19928,101
2012;"Verbrennung";"10";11;450,945454545455;4960,4
2012;"Verbrennung";"11";29;79,5744827586207;2307,66
2012;"Verbrennung";"12";23;201,478260869565;4634
2012;"Verbrennung";"13";12;433,6;5203,2
2012;"Verbrennung";"14";53;12095,3477358491;641053,43
2012;"Verbrennung";"15";42;2098,14761904762;88122,2
2012;"Verbrennung";"16";24;125,002916666667;3000,07
2012;"Wasser";"03";1;30;30
2012;"Wasser";"05";2;11,25;22,5
2012;"Wasser";"06";2;66,75;133,5
2012;"Wasser";"08";11;126,5;1391,5
2012;"Wasser";"09";17;52,9294117647059;899,8
2012;"Wasser";"12";1;60;60
2012;"Wasser";"16";2;127,3;254,6
2012;"Windeinheit";"01";90;2404,90888888889;216441,8
2012;"Windeinheit";"03";73;2310,27397260274;168650
2012;"Windeinheit";"04";3;3400;10200
2012;"Windeinheit";"05";23;1980,4347826087;45550
2012;"Windeinheit";"06";30;2320;69600
2012;"Windeinheit";"07";65;3029,76923076923;196935
2012;"Windeinheit";"09";31;2211,58064516129;68559
2012;"Windeinheit";"10";3;1101,16666666667;3303,5
2012;"Windeinheit";"12";65;2069,71;134531,15
2012;"Windeinheit";"13";29;2923,62068965517;84785
2012;"Windeinheit";"14";8;1994,5625;15956,5
2012;"Windeinheit";"15";56;2208,48214285714;123675
2012;"Windeinheit";"16";10;1917,5;19175
