"start_year";"EinheitenTyp";"ags_federal_state";"n";"mean";"sum"
2018;"Solareinheit";"03";2204;47,2543752268603;104148,643
2018;"Solareinheit";"04";50;17,7015;885,075
2018;"Solareinheit";"05";4863;49,3513452601275;239995,592
2018;"Solareinheit";"06";1950;60,5454712820513;118063,669
2018;"Solareinheit";"07";1543;45,0819546338302;69561,456
2018;"Solareinheit";"08";4963;31,0821047753375;154260,486
2018;"Solareinheit";"09";6135;74,3207845150774;455958,013
2018;"Solareinheit";"10";232;22,6864310344828;5263,252
2018;"Solareinheit";"11";140;21,4984785714286;3009,787
2018;"Solareinheit";"12";810;230,25254691358;186504,563
2018;"Solareinheit";"13";374;300,788938502674;112495,063
2018;"Solareinheit";"14";757;174,32421003963;131963,427
2018;"Solareinheit";"15";658;231,095924012158;152061,118
2018;"Solareinheit";"16";598;138,71177090301;82949,639
2018;"Stromspeichereinheit";"01";249;5,21832931726908;1299,364
2018;"Stromspeichereinheit";"02";45;19,6373333333333;883,68
2018;"Stromspeichereinheit";"03";761;4,12731800262812;3140,889
2018;"Stromspeichereinheit";"04";20;3,683;73,66
2018;"Stromspeichereinheit";"05";1494;10,2778480589023;15355,105
2018;"Stromspeichereinheit";"06";684;4,16286549707602;2847,4
2018;"Stromspeichereinheit";"07";514;9,0828813229572;4668,601
2018;"Stromspeichereinheit";"08";1890;9,12135608465609;17239,363
2018;"Stromspeichereinheit";"09";2294;5,65707715780296;12977,335
2018;"Stromspeichereinheit";"10";48;4,38895833333333;210,67
2018;"Stromspeichereinheit";"11";48;4,13947916666667;198,695
2018;"Stromspeichereinheit";"12";268;4,52660447761194;1213,13
2018;"Stromspeichereinheit";"13";57;4,0978947368421;233,58
2018;"Stromspeichereinheit";"14";224;3,74214285714286;838,24
2018;"Stromspeichereinheit";"15";81;40,597037037037;3288,36
2018;"Stromspeichereinheit";"16";145;4,64634482758621;673,72
2018;"Stromverbrauchseinheit";"01";1;NA;NA
2018;"Stromverbrauchseinheit";"02";1;NA;NA
2018;"Stromverbrauchseinheit";"10";1;NA;NA
2018;"Verbrennung";"01";130;1526,13148461538;198397,093
2018;"Verbrennung";"02";46;207,392847826087;9540,071
2018;"Verbrennung";"03";246;44,7634349593496;11011,805
2018;"Verbrennung";"04";15;16,9966666666667;254,95
2018;"Verbrennung";"05";411;56,752503649635;23325,279
2018;"Verbrennung";"06";235;154,537187234043;36316,239
2018;"Verbrennung";"07";118;164,531906779661;19414,765
2018;"Verbrennung";"08";526;132,019260456274;69442,131
2018;"Verbrennung";"09";391;160,758693094629;62856,649
2018;"Verbrennung";"10";29;21,0555172413793;610,61
2018;"Verbrennung";"11";55;38,5035090909091;2117,693
2018;"Verbrennung";"12";69;165,004971014493;11385,343
2018;"Verbrennung";"13";26;362,292307692308;9419,6
2018;"Verbrennung";"14";121;164,022107438017;19846,675
2018;"Verbrennung";"15";69;453,787391304348;31311,33
2018;"Verbrennung";"16";72;823,514722222222;59293,06
2018;"Wasser";"03";2;165;330
2018;"Wasser";"05";1;2;2
2018;"Wasser";"06";4;75,075;300,3
2018;"Wasser";"08";8;65,2125;521,7
2018;"Wasser";"09";10;220,602;2206,02
2018;"Wasser";"14";4;76,25;305
2018;"Wasser";"16";2;46,75;93,5
2018;"Windeinheit";"01";43;2645,13953488372;113741
2018;"Windeinheit";"02";2;2400;4800
2018;"Windeinheit";"03";174;3388,17298850575;589542,1
2018;"Windeinheit";"05";93;3123,61290322581;290496
2018;"Windeinheit";"06";62;3166,93548387097;196350
2018;"Windeinheit";"07";46;2952,23913043478;135803
2018;"Windeinheit";"08";21;3250;68250
2018;"Windeinheit";"09";7;1466,14285714286;10263
2018;"Windeinheit";"10";13;2769,23076923077;36000
2018;"Windeinheit";"11";1;4200;4200
2018;"Windeinheit";"12";74;3243,24324324324;240000
2018;"Windeinheit";"13";28;3232,14285714286;90500
2018;"Windeinheit";"14";11;2919,54545454545;32115
2018;"Windeinheit";"15";9;2722,22222222222;24500
2018;"Windeinheit";"16";31;3256,56290322581;100953,45
2018;"Windeinheit";NA;140;7048,57142857143;986800
2019;"Biomasse";"01";41;526,390243902439;21582
2019;"Biomasse";"03";118;558,515254237288;65904,8
2019;"Biomasse";"05";47;451,770212765957;21233,2
2019;"Biomasse";"06";14;740,642857142857;10369
2019;"Biomasse";"07";9;414,666666666667;3732
2019;"Biomasse";"08";65;353,123076923077;22953
2019;"Biomasse";"09";124;498,795564516129;61850,65
2019;"Biomasse";"10";3;250;750
2019;"Biomasse";"11";2;38;76
2019;"Biomasse";"12";10;496,8;4968
2019;"Biomasse";"13";15;626;9390
2019;"Biomasse";"14";8;365;2920
2019;"Biomasse";"15";24;761,666666666667;18280
2019;"Biomasse";"16";8;508,125;4065
2019;"Gaserzeugungseinheit";"01";1;NA;NA
2019;"Gaserzeugungseinheit";"09";1;NA;NA
2019;"Gaserzeugungseinheit";"15";1;NA;NA
2019;"Gasspeichereinheit";"09";1;NA;NA
2019;"Gasverbrauchseinheit";"05";8;NA;NA
2019;"Geothermie";"05";1;300;300
2019;"Geothermie";"08";2;18,72;37,44
2019;"Geothermie";"09";2;2187;4374
2019;"Solareinheit";"01";1847;43,4818933405522;80311,057
2019;"Solareinheit";"02";222;14,3264864864865;3180,48
2019;"Solareinheit";"03";7313;31,1989023656502;228157,573
2019;"Solareinheit";"04";95;20,5252631578947;1949,9
2019;"Solareinheit";"05";14209;23,2082529382786;329766,066
2019;"Solareinheit";"06";4913;21,8479635660493;107339,045
2019;"Solareinheit";"07";4708;20,8269502973662;98053,282
2019;"Solareinheit";"08";14871;21,3264323179342;317145,375
2019;"Solareinheit";"09";19113;33,2240000523204;635010,313
2019;"Solareinheit";"10";677;22,1488788774003;14994,791
2019;"Solareinheit";"11";512;12,818587890625;6563,117
2019;"Solareinheit";"12";3042;68,1087435897436;207186,798
2019;"Solareinheit";"13";1186;139,087092748735;164957,292
2019;"Solareinheit";"14";2875;58,4661234782609;168090,105
2019;"Solareinheit";"15";2277;111,874666227492;254738,615
2019;"Solareinheit";"16";1634;85,0610214198286;138989,709
2019;"Stromspeichereinheit";"01";612;12,5253758169935;7665,53
2019;"Stromspeichereinheit";"02";100;4,4997;449,97
2019;"Stromspeichereinheit";"03";2355;20,3108072186837;47831,951
2019;"Stromspeichereinheit";"04";37;489,889459459459;18125,91
2019;"Stromspeichereinheit";"05";4389;7,20691866028708;31631,166
2019;"Stromspeichereinheit";"06";1608;11,3285199004975;18216,26
2019;"Stromspeichereinheit";"07";1424;7,8252970505618;11143,223
2019;"Stromspeichereinheit";"08";6058;7,13991729943876;43253,619
2019;"Stromspeichereinheit";"09";6965;5,53174917444365;38528,633
2019;"Stromspeichereinheit";"10";155;4,50009677419355;697,515
2019;"Stromspeichereinheit";"11";191;16,6086178010471;3172,246
2019;"Stromspeichereinheit";"12";1150;8,22270869565217;9456,115
2019;"Stromspeichereinheit";"13";235;6,05296170212766;1422,446
2019;"Stromspeichereinheit";"14";881;13,4565437003405;11855,215
2019;"Stromspeichereinheit";"15";407;4,21101965601966;1713,885
2019;"Stromspeichereinheit";"16";372;4,27579301075269;1590,595
2019;"Stromverbrauchseinheit";"05";1;NA;NA
2019;"Stromverbrauchseinheit";"08";3;NA;NA
2019;"Stromverbrauchseinheit";"11";1;NA;NA
2019;"Stromverbrauchseinheit";"12";1;NA;NA
2019;"Verbrennung";"01";130;65,8956153846154;8566,43
2019;"Verbrennung";"02";53;126,086886792453;6682,605
2019;"Verbrennung";"03";300;78,03292;23409,876
2019;"Verbrennung";"04";16;32,446875;519,15
2019;"Verbrennung";"05";494;84,4179898785425;41702,487
2019;"Verbrennung";"06";247;19,0168663967611;4697,166
2019;"Verbrennung";"07";141;74,2117375886525;10463,855
2019;"Verbrennung";"08";546;34,9172985347985;19064,845
2019;"Verbrennung";"09";398;54,671783919598;21759,37
2019;"Verbrennung";"10";18;42,3277777777778;761,9
2019;"Verbrennung";"11";67;4497,92743283582;301361,138
2019;"Verbrennung";"12";86;46,3954651162791;3990,01
2019;"Verbrennung";"13";56;71,9478571428571;4029,08
2019;"Verbrennung";"14";135;16,3255481481481;2203,949
2019;"Verbrennung";"15";77;31,9322077922078;2458,78
2019;"Verbrennung";"16";82;44,1290243902439;3618,58
2019;"Wasser";"05";3;27,4;82,2
2019;"Wasser";"06";3;7,83333333333333;23,5
2019;"Wasser";"07";4;191,85;767,4
2019;"Wasser";"08";14;195,992857142857;2743,9
2019;"Wasser";"09";18;32,8205555555556;590,77
2019;"Wasser";"10";1;9,9;9,9
2019;"Wasser";"13";1;11,9;11,9
2019;"Wasser";"14";2;106,25;212,5
2019;"Windeinheit";"01";8;1529,1875;12233,5
2019;"Windeinheit";"03";41;3025,36585365854;124040
2019;"Windeinheit";"05";23;3497,82608695652;80450
2019;"Windeinheit";"06";3;2466,66666666667;7400
2019;"Windeinheit";"07";28;3300;92400
2019;"Windeinheit";"08";5;1991,96;9959,8
2019;"Windeinheit";"09";5;946,36;4731,8
2019;"Windeinheit";"12";36;3240,27777777778;116650
2019;"Windeinheit";"13";15;3760;56400
2019;"Windeinheit";"14";4;2475,875;9903,5
2019;"Windeinheit";"15";13;3703,84615384615;48150
2019;"Windeinheit";"16";6;3725;22350
2019;"Windeinheit";NA;151;6978,2119205298;1053710
